"시군구코드","지정년도","지정번호","신청일자","지정일자","업소명","소재지도로명","소재지지번","허가(신고)번호","업태명","주된음식","영업장면적(㎡)","행정동명","급수시설구분","소재지전화번호"
"3210000","2018","70  ","20181001","20181218","방배골숯불갈비","서울특별시 서초구 방배중앙로29길 21, 101호 (방배동)","서울특별시 서초구 방배동  763번지 32호  -101","3210000-101-2009-00250","한식","","84.00","방배본동","","02  34821527"
"3210000","2018","86  ","20181001","20181218","경복궁 서초점","서울특별시 서초구 서초중앙로 195, 3,4층 (반포동)","서울특별시 서초구 반포동  44번지 4호  ~6호 3, 4층","3210000-101-2012-00228","한식","","1100.10","반포제4동","","02  34823030"
"3210000","2018","75  ","20181001","20181218","서리풀 명가","서울특별시 서초구 서초대로25길 16-1, 1층 (방배동)","서울특별시 서초구 방배동  876번지 9호  1층","3210000-101-2014-00500","한식","","195.49","방배제4동","","02  535 3692"
"3210000","2018","80  ","20181001","20181218","방배순대국","서울특별시 서초구 효령로31길 46, 1층 (방배동)","서울특별시 서초구 방배동  924번지 9호  1층","3210000-101-1998-12947","한식","","38.88","방배제1동","상수도전용","02 5989597"
"3210000","2018","91  ","20181001","20181218","서래말 면옥집","서울특별시 서초구 사평대로26길 47, 2층 (반포동)","서울특별시 서초구 반포동  72번지 10호  2층","3210000-101-2018-00340","한식","","165.62","반포제4동","","02  596 3450"
"3210000","2018","82  ","20181001","20181218","정담남원추어탕","서울특별시 서초구 방배로15길 14, 1층 (방배동)","서울특별시 서초구 방배동  926번지 27호  1층","3210000-101-2013-00316","한식","","89.49","방배제1동","",""
"3210000","2018","100 ","20181001","20181218","더가든 키친","서울특별시 서초구 강남대로107길 6, 1동 1층 (잠원동, 더리버사이드호텔 )","서울특별시 서초구 잠원동  6번지 1호 1 더리버사이드호텔 1층(지하 1층?)","3210000-101-2010-00232","뷔페식","","1839.21","잠원동","","02  67101827"
"3210000","2018","83  ","20181001","20181218","미나토","서울특별시 서초구 방배로23길 19, 1층 (방배동)","서울특별시 서초구 방배동  935번지 2호  1층","3210000-101-2015-00503","한식","","97.68","방배제1동","",""
"3210000","2018","94  ","20181001","20181218","서래횟집","서울특별시 서초구 서래로5길 17, 1층 (반포동)","서울특별시 서초구 반포동  104번지 2호  1층","3210000-101-1999-14160","한식","","63.20","반포제4동","상수도전용","02  532 1573"
"3210000","2018","84  ","20181001","20181218","김영희 강남동태찜 이수점","서울특별시 서초구 서초대로 3-4, (방배동,방배디오슈페리움 1차 B117~119, B122~126호)","서울특별시 서초구 방배동  3001번지 2호  방배디오슈페리움 1차 B117~119, B122~126호","3210000-101-2008-00424","한식","","191.60","서초제3동","",""
"3210000","2018","85  ","20181001","20181218","수라빔","서울특별시 서초구 신반포로 176, 1층중층 M8호 (반포동, 센트럴시티)","서울특별시 서초구 반포동  19번지 3호  1층중층 M8호 센트럴시티","3210000-101-2016-00160","한식","","118.68","반포제4동","",""
"3210000","2018","101 ","20181001","20181218","이모 전주콩나물 국밥","서울특별시 서초구 강남대로99길 9, 2층 (잠원동)","서울특별시 서초구 잠원동  21번지 1호  2층","3210000-101-2010-00508","중국식","","170.91","잠원동","",""
"3210000","2018","95  ","20181001","20181218","(주)톰볼라","서울특별시 서초구 서래로7길 16, 1층 101호 (반포동)","서울특별시 서초구 반포동  106번지 8호  1층 101호","3210000-101-2003-00083","경양식","","53.20","반포제4동","상수도전용","02  593 4660"
"3210000","2018","96  ","20181001","20181218","주미요","서울특별시 서초구 사평대로18길 5, 위너스빌 1층 (반포동)","서울특별시 서초구 반포동  107번지 9호  1층, 위너스빌","3210000-101-2017-00508","중국식","","131.18","반포본동","","02  599 1988"
"3210000","2018","56  ","20181218","20181218","소담채","서울특별시 서초구 원터6길 5, (원지동,지하1층, 1층, 2층)","서울특별시 서초구 원지동  419번지 1호  지하1층, 1층, 2층","3210000-101-2006-00117","한식","","231.45","양재제2동","상수도전용","02 5740764"
"3210000","2018","55  ","20181001","20181218","들밥 나들이","서울특별시 서초구 원터길 19, (원지동)","서울특별시 서초구 원지동  414번지 10호  (1층?)","3210000-101-1995-02638","한식","","120.73","양재제2동","상수도전용","02 5749949"
"3210000","2017","0006","20171001","20171013","델리세","서울특별시 서초구 동광로 106, (방배동)","서울특별시 서초구 방배동  807번지 9호  ","3210000-101-2015-00061","까페","","231.11","방배제4동","",""
"3210000","2017","0010","20171001","20171013","일품헌","서울특별시 서초구 남부순환로 2634-27, 가동 1층,2층 (양재동, 성원빌딩)","서울특별시 서초구 양재동  1번지 28호  성원빌딩 가동 1층,2층","3210000-101-2013-00432","중국식","","662.50","양재제1동","",""
"3210000","2017","0009","20171001","20171013","빛고을으뜸추어탕","서울특별시 서초구 서초중앙로26길 13, 1층 (서초동)","서울특별시 서초구 서초동  1697번지 15호  1층","3210000-101-2016-00171","한식","","251.19","서초제4동","","02  537 0156"
"3210000","2017","0002","20171001","20171013","원당감자탕","서울특별시 서초구 방배천로4길 9, 2층 3층 (방배동)","서울특별시 서초구 방배동  451번지 8호  2층 3층","3210000-101-2007-00522","한식","","235.24","방배제2동","상수도전용",""
"3210000","2017","0001","20171001","20171013","여진족","서울특별시 서초구 방배천로4안길 12, 1층, 지하1층 (방배동)","서울특별시 서초구 방배동  451번지 5호  1층, 지하1층","3210000-101-2010-00013","한식","","265.60","방배제2동","",""
"3210000","2017","0003","20171001","20171013","신의주찹쌀순대&숯불갈비","서울특별시 서초구 방배천로6길 3-12, (방배동,(1층))","서울특별시 서초구 방배동  453번지 23호  (1층)","3210000-101-1999-00020","한식","","61.71","방배제2동","상수도전용","02 5250041"
"3210000","2017","0008","20171001","20171013","육갑식당","서울특별시 서초구 강남대로47길 20, (서초동)","서울특별시 서초구 서초동  1340번지 14호  ","3210000-101-2001-15762","한식","","75.90","서초제2동","",""
"3210000","2017","0007","20171001","20171013","두껍삼 강남직영점","서울특별시 서초구 서초대로78길 44, 1층 (서초동)","서울특별시 서초구 서초동  1330번지 16호  1층 (101호?)","3210000-101-2010-00449","한식","","435.40","서초제1동","","02  585 3592"
"3210000","2017","0004","20171001","20171013","임금님밥상","서울특별시 서초구 동광로11길 97, A동 1층 (방배동)","서울특별시 서초구 방배동  762번지 16호  A동 1층","3210000-101-2015-00523","한식","","86.40","방배본동","","02  535 5338"
"3210000","2017","0005","20171001","20171013","장수원","서울특별시 서초구 방배중앙로 153, 지하1층,1층,2층 (방배동)","서울특별시 서초구 방배동  778번지 27호  지하1층,1층,2층","3210000-101-2006-00044","한식","","764.69","방배본동","상수도전용","02 5322225"
"3210000","2016","0011","20160302","20160718","춘향골 추어탕","서울특별시 서초구 서운로11길 10, 1층 (서초동)","서울특별시 서초구 서초동  1342번지 7호  1층","3210000-101-2004-00182","한식","","277.28","서초제2동","상수도전용","0234720050"
"3210000","2016","0017","20160302","20160718","우밀면옥 교대점","서울특별시 서초구 법원로2길 15, 1층 104호 (서초동, 길도 BD )","서울특별시 서초구 서초동  1713번지 4호  길도 BD 1층-104","3210000-101-2012-00052","한식","","287.26","서초제3동","","02  596 3770"
"3210000","2016","0019","20160302","20160718","황태마을","서울특별시 서초구 바우뫼로2길 68, (우면동)","서울특별시 서초구 우면동  13번지 9호  ","3210000-101-1989-04528","한식","","64.26","양재제1동","상수도전용",""
"3210000","2016","0015","20160302","20160718","포메인서초점","서울특별시 서초구 반포대로 104, 1층 (서초동)","서울특별시 서초구 서초동  1543번지 8호  1층 102호?","3210000-101-2010-00205","한식","","133.00","서초제2동","","02  521 0722"
"3210000","2016","0018","20160302","20160718","영주축협 한우프라자 청계산역점","서울특별시 서초구 청계산로 197, 4층, 5층 (신원동)","서울특별시 서초구 신원동  270번지 10호  4층, 5층","3210000-101-2016-00107","한식","","1350.62","내곡동","","579 9292"
"3210000","2016","0012","20160302","20160718","da Pitta(다 피타)","서울특별시 서초구 효령로 202, 1층 (서초동)","서울특별시 서초구 서초동  1487번지 3호  1층","3210000-101-2014-00308","경양식","","78.54","서초제3동","","02   5231547"
"3210000","2016","0016","20160302","20160718","리향","서울특별시 서초구 반포대로28길 15, 2층 (서초동)","서울특별시 서초구 서초동  1552번지 7호  2층","3210000-101-2001-15747","중국식","","212.21","서초제3동","","02  523 3580"
"3210000","2016","0003","20151119","20160720","어랑 생선밥상","서울특별시 서초구 사평대로55길 21-2, 1층 (반포동)","서울특별시 서초구 반포동  739번지 19호  1층","3210000-101-1992-07555","한식","생선구이","87.23","반포제1동","상수도전용","02 5163690"
"3210000","2016","0006","20160301","20160718","도쿄하나 사당점","서울특별시 서초구 방배천로 11, 3층 301호내 2호 (방배동, SK리더스뷰)","서울특별시 서초구 방배동  444번지 3호  ","3210000-101-2015-00074","일식","","549.89","방배제2동","",""
"3210000","2016","0010","20160301","20160718","됐소 강남","서울특별시 서초구 서초대로78길 46, 2층, 3층 (서초동)","서울특별시 서초구 서초동  1330번지 15호  ","3210000-101-2015-00095","한식","","637.20","서초제2동","",""
"3210000","2016","0014","20160302","20160718","울돌목 가는길","서울특별시 서초구 서초대로40길 41, 지하1층 (서초동)","서울특별시 서초구 서초동  1540번지 1호  ","3210000-101-2015-00105","한식","","638.95","서초제3동","",""
"3210000","2016","0009","20160301","20160718","서울집","서울특별시 서초구 서운로 220, 1층 5호,6호 (서초동, 대지프라자)","서울특별시 서초구 서초동  1302번지 2호  1층 5호, 6호 대지프라자","3210000-101-2016-00040","한식","","82.50","서초제4동","",""
"3210000","2016","0008","20160301","20160718","미방","서울특별시 서초구 방배중앙로 156, 1층 (방배동)","서울특별시 서초구 방배동  777번지 20호  1층","3210000-101-2015-00287","한식","","133.56","방배본동","","02  533 3660"
"3210000","2016","0013","20160302","20160718","다피타(da pitta)","서울특별시 서초구 반포대로23길 32, 1층 101호 (서초동)","서울특별시 서초구 서초동  1503번지 16호  ","3210000-101-2015-00191","경양식","","102.50","서초제3동","","02  521 5147"
"3210000","2016","0007","20160301","20160718","삼육가 사당역1호점","서울특별시 서초구 방배천로 10, 1층 (방배동)","서울특별시 서초구 방배동  450번지 16호  1층","3210000-101-2013-00022","한식","","278.46","방배제2동","",""
"3210000","2016","0005","20160301","20160718","오동도 산아나고 숯불구이","서울특별시 서초구 서초대로 3-4, 103호, 103-1호 (방배동, 방배디오슈페리움1)","서울특별시 서초구 방배동  3001번지 2호  103호, 103-1호","3210000-101-2015-00020","한식","","65.84","방배제4동","",""
"3210000","2016","0004","20151120","20160718","육갑식당","서울특별시 서초구 서래로 33, 2층 (반포동)","서울특별시 서초구 반포동  95번지 7호  2층","3210000-101-2015-00367","한식","","114.88","반포제1동","",""
"3210000","2015","10  ","20141231","20150225","묘오또","서울특별시 서초구 방배로28길 16, (방배동,1층)","서울특별시 서초구 방배동  850번지 1호  1층(104호?)","3210000-101-2009-00120","한식","돈가스, 우동","99.00","방배제4동","","02  536 5980"
"3210000","2015","23  ","20141231","20150225","서울만남의광장휴게소 한식당","서울특별시 서초구 양재대로12길 73-71, (원지동, 서울만남의광장휴게소 한식당)","서울특별시 서초구 원지동  10번지 16호  서울만남의광장휴게소 한식당","3210000-101-2014-00230","한식","국밥, 찌개","91.24","양재제2동","","02  578 3372"
"3210000","2015","24  ","20141231","20150225","맷돌로만청계산점","서울특별시 서초구 청룡마을3길 11, (신원동)","서울특별시 서초구 신원동  192번지 12호  ","3210000-101-1994-03576","한식","곤드레나물","106.00","내곡동","상수도전용","02 5749691"
"3210000","2015","18  ","20141231","20150225","리차이","서울특별시 서초구 서초대로25길 17, (방배동,1층)","서울특별시 서초구 방배동  875번지 15호  1층","3210000-101-2005-00188","중국식","짬뽕","113.22","방배제4동","상수도전용",""
"3210000","2015","5   ","20141231","20150225","서초갈비","서울특별시 서초구 반포대로 12, 2층 (서초동)","서울특별시 서초구 서초동  1451번지 77호  2층","3210000-101-2013-00182","한식","등심","187.21","서초제3동","","02  582 2988"
"3210000","2015","0028","20141001","20150225","방배본가면옥","서울특별시 서초구 방배로 41, 방배홈스텔 1층 102호 (방배동)","서울특별시 서초구 방배동  1031번지 2호  방배홈스텔 1층 102호","3210000-101-2021-00185","한식","","160.50","서초제3동","",""
"3210000","2015","2   ","20141231","20150225","만다린","서울특별시 서초구 강남대로51길 5, 3층 (서초동)","서울특별시 서초구 서초동  1338번지 10호  3층전체","3210000-101-2013-00519","중국식","해뭉짬뽕, 찹쌀탕수육","136.82","서초제2동","",""
"3210000","2015","26  ","20141231","20150225","효소원 순두부와 청국장 그리고 전","서울특별시 서초구 효령로34길 12, 1층 (방배동)","서울특별시 서초구 방배동  983번지 8호  1층","3210000-101-2013-00480","한식","청국장","190.80","방배제3동","","02  34713355"
"3210000","2015","27  ","20141231","20150225","홍천한우","서울특별시 서초구 효령로55길 47, (서초동,2층일부,3층일부)","서울특별시 서초구 서초동  1595번지 8호  2층일부,3층일부","3210000-101-2007-00517","한식","등심","272.46","서초제3동","상수도전용",""
"3210000","2015","20  ","20141231","20150225","엉터리생고기 교대역점","서울특별시 서초구 서초대로55길 3, 1층 (서초동, 애니빌딩)","서울특별시 서초구 서초동  1696번지 13호  애니빌딩1층","3210000-101-2013-00047","한식","삼겹살","190.74","서초제4동","",""
"3210000","2014","0026","20131230","20140121","국수명가","서울특별시 서초구 효령로53길 14, (서초동)","서울특별시 서초구 서초동  1588번지 13호  ","3210000-101-2009-00293","분식","국수","55.00","서초제1동","",""
"3210000","2014","0008","20131230","20140121","방배 육감","서울특별시 서초구 효령로 19, 1,2층 (방배동, 지상)","서울특별시 서초구 방배동  475번지 29호  지상1층,2층","3210000-101-2003-00569","한식","생고기","264.00","방배제2동","상수도전용","02 5848008"
"3210000","2014","0021","20131230","20140121","장꼬방","서울특별시 서초구 강남대로61길 27, 1층 (서초동)","서울특별시 서초구 서초동  1316번지  1층","3210000-101-2013-00051","한식","단팥죽","115.50","서초제4동","","5975511"
"3210000","2014","0030","20131230","20140121","램하우스 서초법원점","서울특별시 서초구 법원로2길 15, (서초동,,5,6 (202호))","서울특별시 서초구 서초동  1713번지 4호  ,5,6 (202호)","3210000-101-1999-14598","한식","양갈비","196.00","서초제3동","상수도전용","02  34760678"
"3210000","2014","0002","20131230","20140121","임광루","서울특별시 서초구 방배로 28, 1층 9호, 1층 10호 (방배동)","서울특별시 서초구 방배동  1024번지 4호  1층 9호, 1층 10호","3210000-101-1986-12648","중국식","짜장면","120.48","방배제3동","상수도전용","02 5832460"
"3210000","2014","0005","20131230","20140121","사조참치(사당역점)","서울특별시 서초구 방배천로2길 12, 지하1층 (방배동)","서울특별시 서초구 방배동  446번지 2호  지하1층","3210000-101-2004-00516","일식","참치회","309.00","방배제2동","상수도전용","02 5236784"
"3210000","2014","0010","20131230","20140121","소소정","서울특별시 서초구 동광로 68, 1층 (방배동)","서울특별시 서초구 방배동  813번지 8호  1층","3210000-101-2006-00355","한식","콩나물국밥","74.38","방배제4동","상수도전용",""
"3210000","2014","0024","20131230","20140121","서초LA","서울특별시 서초구 반포대로21길 36, (서초동)","서울특별시 서초구 서초동  1511번지 12호  ","3210000-101-2011-00345","한식","감자탕","109.10","서초제3동","","02  521 1727"
"3210000","2014","0033","20140101","20140121","명선헌","서울특별시 서초구 서운로 39, 원진빌딩 지하1층 (서초동)","서울특별시 서초구 서초동  1344번지 12호  지하1층","3210000-101-2019-00338","한식","","287.06","서초제2동","","02587 2942"
"3210000","2014","0032","20140102","20140121","제주흑다돈 강남직영점","서울특별시 서초구 강남대로65길 10, 1층 (서초동)","서울특별시 서초구 서초동  1308번지 15호  1층","3210000-101-2021-00290","한식","","212.54","서초제1동","","02  84822090"
"3210000","2014","0034","20140102","20140121","함평한우 고깃집","서울특별시 서초구 효령로49길 15, 1층 (서초동)","서울특별시 서초구 서초동  1531번지 8호  1층","3210000-101-2020-00366","한식","","234.60","서초제1동","",""
"3210000","2014","0004","20131230","20140121","방배골","서울특별시 서초구 동광로 7-4, (방배동)","서울특별시 서초구 방배동  2096번지  ","3210000-101-1997-13233","한식","등심","73.38","방배제4동","상수도전용","02 5952116"
"3210000","2013","1323","20130102","20130218","양모리 양대창","서울특별시 서초구 방배로 174, 107호 (방배동)","서울특별시 서초구 방배동  851번지 6호  107호","3210000-101-1989-04044","한식","","138.60","방배제4동","상수도전용","02  532 8125"
"3210000","2013","1314","20121217","20130218","민어사랑","서울특별시 서초구 효령로 182-8, 1층 (방배동)","서울특별시 서초구 방배동  1001번지 9호  1층","3210000-101-2012-00090","한식","민어탕","162.50","방배제3동","",""
"3210000","2013","1324","20130102","20130218","강남따로국밥","서울특별시 서초구 신반포로47길 118, 2층 (잠원동, 근생빌딩A동)","서울특별시 서초구 잠원동  20번지 1호  근생빌딩A동 2층","3210000-101-2017-00057","한식","","165.00","잠원동","",""
"3210000","2013","1302","20121207","20130218","송쉐프","서울특별시 서초구 남부순환로339길 33, (서초동)","서울특별시 서초구 서초동  1431번지 14호  ","3210000-101-2010-00316","중국식","자장면, 짬뽕 등","116.49","서초제1동","","02 5257771"
"3210000","2013","1322","20121231","20130218","어진","서울특별시 서초구 강남대로18길 15-11, 1,2층 (양재동)","서울특별시 서초구 양재동  242번지 4호  ","3210000-101-2003-00057","한식","해물탕","222.40","양재제2동","상수도전용","02  20582933"
"3210000","2013","1309","20121224","20130218","한국회관","서울특별시 서초구 사평대로18길 10, (반포동,가동 1층,2층)","서울특별시 서초구 반포동  107번지 45호  가동 1층,2층","3210000-101-2007-00237","한식","한우,탕","350.52","반포제4동","상수도전용","02  5953355"
"3210000","2013","1321","20130220","20130218","약초마을","서울특별시 서초구 강남대로2길 3, (양재동,1층)","서울특별시 서초구 양재동  353번지 5호  1층","3210000-101-2008-00039","한식","삼계탕","82.50","양재제2동","상수도전용","02   5775551"
"3210000","2013","1318","20121029","20130218","제주어항1950","서울특별시 서초구 방배로 189, 1층 (방배동)","서울특별시 서초구 방배동  836번지 5호  ","3210000-101-2004-00206","한식","순대국","153.79","방배본동","상수도전용","02  34828400"
"3210000","2012","0002","20120120","20120119","루안","서울특별시 서초구 방배중앙로 214, (방배동,지하1층)","서울특별시 서초구 방배동  751번지 1호  지하1층","3210000-101-2005-00122","중국식","중식","415.00","방배본동","상수도전용","02  536 0009"
"3210000","2012","0014","20111116","20120119","한우명가 노고단","서울특별시 서초구 법원로 16, (서초동,정곡빌딩 동관 지하15호)","서울특별시 서초구 서초동  1704번지 1호  정곡빌딩 동관 지하15호","3210000-101-2010-00548","한식","불고기","280.00","서초제1동","",""
"3210000","2012","0008","20111116","20120119","평가옥","서울특별시 서초구 논현로 69, (양재동,1층,2층)","서울특별시 서초구 양재동  277번지 2호  1층,2층","3210000-101-2007-00526","한식","","274.68","양재제2동","상수도전용","02  34621577"
"3210000","2012","0016","20111116","20120119","유다까 회전초밥전문점","서울특별시 서초구 방배로 215, (방배동,1층)","서울특별시 서초구 방배동  813번지 6호  1층","3210000-101-2007-00160","일식","초밥","170.23","방배제4동","상수도전용","02 5377714"
"3210000","2012","0017","20111116","20120119","평가옥(반포점)","서울특별시 서초구 사평대로 353, (반포동,서일빌딩 1층 (103-107호))","서울특별시 서초구 반포동  746번지 5호  서일빌딩 1층 (103-107호)","3210000-101-2002-00475","한식","냉면","310.83","반포본동","상수도전용","0234448030"
"3210000","2012","0009","20111116","20120119","강남본점","서울특별시 서초구 강남대로69길 11, 201호, 203호, 204호 (서초동)","서울특별시 서초구 서초동  1308번지  201호, 203호, 204호","3210000-101-2007-00609","한식","칼국수","189.47","서초제4동","상수도전용",""
"3210000","2010","0014","20100101","20100101","진상샤브샤브","서울특별시 서초구 효령로77길 30, 지하1층 (서초동, 강남역 푸르지오시티)","서울특별시 서초구 서초동  1337번지 3호  강남역 푸르지오시티 지하1층","3210000-101-2014-00546","한식","샤브샤브","205.54","서초제2동","","02  581 0092"
"3210000","2010","0024","20100226","20100630","하남돼지집 교대점","서울특별시 서초구 서초대로46길 99, 1층 (서초동)","서울특별시 서초구 서초동  1567번지 8호  1층","3210000-101-2005-00638","한식","고기류","140.00","서초제3동","상수도전용","02  34739282"
"3210000","2009","0052","20090406","20090724","구이마마","서울특별시 서초구 강남대로25길 59, (양재동,1층)","서울특별시 서초구 양재동  114번지  1층","3210000-101-2007-00163","한식","생삼겹","103.50","양재제1동","상수도전용","02 5757449"
"3210000","2009","0045","20090430","20090724","주식회사 서석대","서울특별시 서초구 서초대로 346, 102호 (서초동, 서초동 동아빌라트)","서울특별시 서초구 서초동  1678번지 1호  서초동 동아빌라트 102호","3210000-101-2005-00502","한식","한식","428.84","서초제4동","상수도전용","02  584 0990"
"3210000","2009","0015","20090520","20090724","주식회사 맛있는이야기 노랑저고리","서울특별시 서초구 서초대로73길 9, (서초동,타임빌딩 601호)","서울특별시 서초구 서초동  1316번지 29호  타임빌딩 601호","3210000-101-2005-00482","한식","노랑정식","348.32","서초제4동","상수도전용","02 5345300"
"3210000","2009","0062","20090406","20090724","정여사 손칼국수","서울특별시 서초구 바우뫼로 23, 201호 (우면동)","서울특별시 서초구 우면동  64번지 2호  -201","3210000-101-1995-07172","분식","칼국수","129.43","양재제1동","상수도전용","02   5442000"
"3210000","2009","0038","20090406","20090724","서초아구찜","서울특별시 서초구 효령로55길 15, 1층 105호 (서초동)","서울특별시 서초구 서초동  1588번지 8호  1층 105호","3210000-101-1992-03769","한식","아구찜","63.28","서초제2동","상수도전용",""
"3210000","2009","0001","20090406","20090724","황제","서울특별시 서초구 서래로7길 19, (반포동,(지상2층))","서울특별시 서초구 반포동  105번지 1호  (지상2층)","3210000-101-2004-00444","중국식","중국요리","91.08","반포제4동","상수도전용","02 5368820"
"3210000","2009","0007","20090508","20090724","서래본가","서울특별시 서초구 사평대로 126, (반포동,1층,2층,3층)","서울특별시 서초구 반포동  93번지 1호  1층,2층,3층","3210000-101-2007-00244","한식","갈비탕","907.10","반포제4동","상수도전용","0234779192"
"3210000","2009","0023","20090326","20090724","듬북담북(뱅뱅점)","서울특별시 서초구 효령로 430, 1층 (서초동)","서울특별시 서초구 서초동  1340번지 3호  1층","3210000-101-1994-09093","한식","북어국","148.79","서초제2동","상수도전용",""
"3210000","2009","0009","20090406","20090724","만다린","서울특별시 서초구 방배로6길 10-15, 1층 (방배동)","서울특별시 서초구 방배동  1020번지 2호  1층","3210000-101-2006-00125","중국식","중국요리","290.54","방배본동","상수도전용","02 5813366"
"3210000","2009","0051","20090406","20090724","황궁","서울특별시 서초구 법원로 15, 지하1층 (서초동)","서울특별시 서초구 서초동  1705번지  정곡빌딩서관 지하1층","3210000-101-1994-12550","중국식","중국요리","193.80","서초제3동","상수도전용","02 5998079"
"3210000","2009","0025","20090317","20090724","신선설농탕","서울특별시 서초구 효령로 322, (서초동,1층)","서울특별시 서초구 서초동  1443번지 8호  1층","3210000-101-2006-00172","한식","설렁탕","189.60","서초제1동","상수도전용","0234731155"
"3210000","2009","0050","20090318","20090724","기와집순두부","서울특별시 서초구 서초대로51길 21, (서초동)","서울특별시 서초구 서초동  1699번지 13호  ","3210000-101-1992-05515","한식","순두부","144.50","서초제4동","상수도전용","02 5990579"
"3210000","2008","0028","20080530","20080805","우리바다생태찌개","서울특별시 서초구 반포대로24길 82, (서초동,1층)","서울특별시 서초구 서초동  1564번지 12호  1층","3210000-101-2003-00259","한식","생태찌개","148.50","서초제3동","상수도전용","02 5820128"
"3210000","2008","0014","20080530","20080805","의정부 평양면옥","서울특별시 서초구 강남대로93길 28, 1,2층 (잠원동)","서울특별시 서초구 잠원동  29번지 23호  1,2층","3210000-101-2006-00336","한식","냉면","334.88","잠원동","","02547 6947"
"3210000","2008","0003","20080530","20080805","바르미샤브샤브앤칼국수","서울특별시 서초구 방배천로 11, 2층 202-2호 (방배동)","서울특별시 서초구 방배동  444번지 3호  2층-202-2","3210000-101-2007-00395","기타","","392.92","방배제2동","","000205971155"
"3210000","2008","0036","20080530","20080805","오선채","서울특별시 서초구 남부순환로 2634-8, 지하1층 (양재동)","서울특별시 서초구 양재동  1번지 23호  (지하 1층?)","3210000-101-1999-14338","한식","한정식","560.15","양재제1동","상수도전용","02   5789411"
"3210000","2008","0035","20080530","20080805","대나무골","서울특별시 서초구 법원로3길 15, (서초동)","서울특별시 서초구 서초동  1709번지 4호  ","3210000-101-1994-05363","한식","한정식","141.26","서초제3동","상수도전용","02 5338410"
"3210000","2008","0041","20080302","20080805","해늘찹쌀순대","서울특별시 서초구 동산로 89, 2층 (양재동)","서울특별시 서초구 양재동  289번지 8호  2층","3210000-101-2016-00505","한식","","101.88","양재제2동","","02  573 8292"
"3210000","2007","3   ","20070531","20070726","포폴라리타","서울특별시 서초구 사평대로22길 41, 1층 (반포동)","서울특별시 서초구 반포동  96번지 1호  1층","3210000-101-1996-09766","경양식","스파게티","79.74","반포제1동","상수도전용","02 5932340"
"3210000","2007","49  ","20070531","20070726","신태평양","서울특별시 서초구 서초대로 307, 지하1층 가호 (서초동)","서울특별시 서초구 서초동  1692번지 4호  지하1층-가","3210000-101-1996-08725","일식","모듬회","268.69","서초제4동","상수도전용","02 5340354"
"3210000","2007","46  ","20070531","20070726","늘봄웰봄","서울특별시 서초구 서초중앙로 188, (서초동, 아크로비스타지하1층지하A-105,A-106,A-107호)","서울특별시 서초구 서초동  1685번지 3호  아크로비스타지하1층지하A-105,A-106,A-107호","3210000-101-2004-00646","한식","등심","358.49","서초제4동","상수도전용","02 5888804"
"3210000","2007","36  ","20070531","20070726","봉추찜닭","서울특별시 서초구 반포대로28길 91, 101호 (서초동)","서울특별시 서초구 서초동  1574번지 6호  -101","3210000-101-1998-08678","한식","찜닭","80.84","서초제3동","상수도전용",""
"3210000","2007","51  ","20070531","20070726","장원한정식","서울특별시 서초구 법원로2길 19, (서초동)","서울특별시 서초구 서초동  1714번지 16호  ","3210000-101-2000-14610","한식","한정식","231.00","서초제3동","","02 5938449"
"3210000","2007","1   ","20070531","20070726","신가예촌","서울특별시 서초구 서운로 11, 서초대우디오빌 1층 106호 (서초동)","서울특별시 서초구 서초동  1355번지 17호  서초대우디오빌 1층 106호","3210000-101-1999-14235","한식","한정식","180.00","서초제1동","상수도전용","02 5250987"
"3210000","2007","47  ","20070531","20070726","태평양","서울특별시 서초구 서초중앙로24길 18, 지하1층 (서초동)","서울특별시 서초구 서초동  1691번지 1호  지하1층,","3210000-101-1990-08986","일식","모듬회","256.97","서초제4동","상수도전용",""
"3210000","2007","20  ","20070531","20070726","삼성각","서울특별시 서초구 서초대로78길 42, (서초동,2층)","서울특별시 서초구 서초동  1330번지 18호  2층","3210000-101-2006-00029","중국식","전가복","346.70","서초제4동","상수도전용","02  598 5553"
"3210000","2006","0022","20060630","20060727","서초 불쭈꾸미","서울특별시 서초구 서초대로42길 29, (서초동,지상1층)","서울특별시 서초구 서초동  1552번지 6호  지상1층","3210000-101-2003-00307","한식","설렁탕","132.00","서초제3동","상수도전용","0234869994"
"3210000","2006","0041","20060630","20060727","명동보리밥 방배점","서울특별시 서초구 서초대로 108, (방배동,지상2층 201호)","서울특별시 서초구 방배동  898번지 3호  지상2층 201호","3210000-101-2003-00161","한식","보리밥정식","165.00","방배제1동","상수도전용","0234713392"
"3210000","2006","0005","20060630","20060727","나나마구로","서울특별시 서초구 반포대로28길 65-4, 1,2층 (서초동)","서울특별시 서초구 서초동  1571번지 6호  1층, 2층","3210000-101-1991-11020","일식","참치회","201.97","서초제2동","상수도전용","02 5825674"
"3210000","2006","0046","20060630","20060727","방배골식당","서울특별시 서초구 방배로8길 6, (방배동,(지상2층))","서울특별시 서초구 방배동  1022번지 2호  (지상2층)","3210000-101-2004-00357","한식","한식","79.20","방배제3동","상수도전용","02 5885197"
