업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
일반음식점,두꺼비집,"서울특별시 은평구 연서로28길 5 (대조동, 외 5필지 1,2층)","서울특별시 은평구 대조동 185-30 외 5필지 1,2층",48.46,02-0355-3130,정종/대포집/소주방
일반음식점,만봉이네 포장마차,"서울특별시 은평구 응암로13길 17-1, 1층 (응암동)",서울특별시 은평구 응암동 599-88 1층,17,02- 304-7680,정종/대포집/소주방
일반음식점,불타는형제들,"서울특별시 은평구 증산서길 152 (증산동, 1층)",서울특별시 은평구 증산동 159-14 1층,48.51,02-0306-5346,중국식
일반음식점,유라쿠,"서울특별시 은평구 연서로 214, 1층 (대조동)",서울특별시 은평구 대조동 198-27 1층,55.38,02- 385-7544,한식
일반음식점,할매순대국,서울특별시 은평구 증산서길 126 (증산동),서울특별시 은평구 증산동 165-20,35.5,02- 302-3483,한식
일반음식점,치어스,"서울특별시 은평구 은평로 197 (녹번동, 2층)",서울특별시 은평구 녹번동 212 2층,94.83,02-0354-5047,호프/통닭
일반음식점,우경촌,"서울특별시 은평구 통일로78길 4-4 (불광동, 1층)",서울특별시 은평구 불광동 301-3 1층,37.38,02- 730-5555,한식
일반음식점,무안갯벌낙지,"서울특별시 은평구 진흥로 11, 1,2층 (역촌동)","서울특별시 은평구 역촌동 44-34 1,2층",204.92,02- 392-3292,한식
일반음식점,족발마루,"서울특별시 은평구 응암로21가길 30, 1층 (응암동)",서울특별시 은평구 응암동 119-3 1층,60,02- 303-0021,한식
일반음식점,달마식당,서울특별시 은평구 수색로18길 4-13 (수색동),서울특별시 은평구 수색동 365-10,25.3,02- 304-3129,한식
일반음식점,연탄생고기,서울특별시 은평구 응암로21길 12 (응암동),서울특별시 은평구 응암동 125-12,61.48,02- 388-6151,한식
일반음식점,대로집,"서울특별시 은평구 통일로 738-1 (불광동, 1층)",서울특별시 은평구 불광동 274-11 1층,64.22,02-0356-9585,한식
일반음식점,묵호 해물찜,"서울특별시 은평구 연서로28길 3, 1층 (대조동)",서울특별시 은평구 대조동 185-65 1층,38.22,02- 386-2708,한식
일반음식점,보건원치킨,"서울특별시 은평구 통일로 681, 1층 (녹번동)",서울특별시 은평구 녹번동 117-15 1층,16.2,02- 359-1027,통닭(치킨)
일반음식점,돌채,"서울특별시 은평구 갈현로41나길 1 (갈현동, 1층)",서울특별시 은평구 갈현동 293-2 1층,28,02- 356-2050,기타
일반음식점,갈현치킨,서울특별시 은평구 갈현로 181 (갈현동),서울특별시 은평구 갈현동 508-3,20.4,02- 384-4930,통닭(치킨)
일반음식점,로마,서울특별시 은평구 서오릉로 88 (대조동),서울특별시 은평구 대조동 179-6,24,02- 389-3828,경양식
일반음식점,대림식당,서울특별시 은평구 응암로 172 (응암동),서울특별시 은평구 응암동 603-74,60.8,02-0306-6535,한식
일반음식점,이창연의 능이마을,"서울특별시 은평구 진흥로 190-1, 1층 (녹번동)",서울특별시 은평구 녹번동 118-1 1층,50.88,02- 355-2192,한식
일반음식점,삼오순대국,서울특별시 은평구 불광로1길 2 (대조동),서울특별시 은평구 대조동 9-17,98.85,02-0387-2605,한식
일반음식점,펀 비어킹 불광역점,"서울특별시 은평구 통일로66길 4-2, 1층 (불광동)",서울특별시 은평구 불광동 281-169 1층,70.16,02- 354-8370,호프/통닭
일반음식점,칼라커피숍,"서울특별시 은평구 연서로 180, 지하1층 (대조동)",서울특별시 은평구 대조동 220-10 지하1층,58.08,02- 389-7439,까페
일반음식점,녹번식당,서울특별시 은평구 은평로 187-5 (녹번동),서울특별시 은평구 녹번동 190,14.1,02-0384-0197,한식
일반음식점,이가네설렁탕,서울특별시 은평구 진흥로 130 (녹번동),서울특별시 은평구 녹번동 141-39,93.33,02- 387-2246,한식
일반음식점,이디야,"서울특별시 은평구 서오릉로 100 (대조동, 1층)",서울특별시 은평구 대조동 179-1 1층,60.89,02- 382-1470,호프/통닭
일반음식점,풍년장,서울특별시 은평구 연서로18길 14-1 (대조동),서울특별시 은평구 대조동 225-3,82.5,02-0389-6703,중국식
일반음식점,남극회관,"서울특별시 은평구 통일로66길 9, 1층 (불광동)",서울특별시 은평구 불광동 281-65,124.66,,한식
일반음식점,풍년양고기,,서울특별시 은평구 대조동 15-19 (지상1층),27.96,02- 352-5533,한식
일반음식점,왕십리곱창,"서울특별시 은평구 진흥로13길 2 (대조동,18호 포함)",서울특별시 은평구 대조동 26-17 18호 포함,22.44,02-0387-3260,한식
일반음식점,드럼통 실내포차,서울특별시 은평구 진흥로 194 (녹번동),서울특별시 은평구 녹번동 115-25,16.64,02-0384-2103,호프/통닭
일반음식점,명동칼국수,"서울특별시 은평구 수색로18길 6-4, 1층 (수색동)",서울특별시 은평구 수색동 122-5 1층,13.76,02-0305-7162,분식
일반음식점,짬뽕애,서울특별시 은평구 연서로 254-7 (불광동),서울특별시 은평구 불광동 319-21,102.98,,중국식
일반음식점,막례,"서울특별시 은평구 응암로9길 4 (응암동, 지하1층)",서울특별시 은평구 응암동 598-13 지하1층,41.1,02-0376-3475,정종/대포집/소주방
일반음식점,장위동 유성집 은평점,"서울특별시 은평구 진흥로15길 5 (불광동, 1층)",서울특별시 은평구 불광동 285-12 1층,39.44,02- 386-9355,한식
일반음식점,다슬기요리전문점,"서울특별시 은평구 연서로29길 8-11 (갈현동, 1층)",서울특별시 은평구 갈현동 399-21 1층,81.18,02- 357-9434,한식
일반음식점,몽이네 집밥,"서울특별시 은평구 응암로4길 27-2, 지하1층 (응암동)",서울특별시 은평구 응암동 602-16 지하1층,27.9,02- 307-3930,분식
일반음식점,짬뽕의 달인,"서울특별시 은평구 통일로66길 4-5 (불광동, 지하1층,지상1층)","서울특별시 은평구 불광동 281-156 지하1층,지상1층",106.42,02-0357-2522,한식
일반음식점,남강 숯불,서울특별시 은평구 갈현로 10-7 (신사동),서울특별시 은평구 신사동 8-32,57.95,02- 389-3005,한식
일반음식점,돈의정석,서울특별시 은평구 통일로83길 5-8 (갈현동),서울특별시 은평구 갈현동 403-10,64.15,02 -382 -3335,한식
일반음식점,술집,"서울특별시 은평구 응암로 296 (응암동,(지상1층))",서울특별시 은평구 응암동 104-40 (지상1층),68.92,02-0385-8861,호프/통닭
일반음식점,떡 튀순 1번가,"서울특별시 은평구 통일로71길 26, 1층 (대조동)",서울특별시 은평구 대조동 1-6 1층,23.77,02- 389-3535,한식
일반음식점,에로스,서울특별시 은평구 수색로18길 4-17 (수색동),서울특별시 은평구 수색동 367-8,20.52,02-0303-8617,까페
일반음식점,포항막회,"서울특별시 은평구 수색로 217-1, 2층 203호 (증산동, 디엠씨 자이2단지(DMC 자이2단지))",서울특별시 은평구 증산동 223-28 디엠씨 자이2단지(DMC 자이2단지) 203호,66.46,02-0373-4763,한식
일반음식점,시골식당,서울특별시 은평구 응암로9길 11-1 (응암동),서울특별시 은평구 응암동 595-53,86.99,02-0307-4223,한식
일반음식점,동굴과화로구이,"서울특별시 은평구 은평로 185, 2층 (녹번동)",서울특별시 은평구 녹번동 185 2층,382.98,02- 353-8592,한식
일반음식점,추송 고기로와,"서울특별시 은평구 진흥로 111, 1층 (대조동)",서울특별시 은평구 대조동 179-36 1층,22,02- 358-3392,한식
일반음식점,보들이 족발,서울특별시 은평구 연서로 230-10 (대조동),서울특별시 은평구 대조동 185-43,119.46,02- 388-7610,한식
일반음식점,카지노,"서울특별시 은평구 은평로11길 9, 1층 (응암동)",서울특별시 은평구 응암동 87-1 1층,65.86,02- 359-1230,호프/통닭
일반음식점,태황식당,"서울특별시 은평구 통일로85길 6-14, 1층 (갈현동)",서울특별시 은평구 갈현동 393-8 1층,74.55,02- 354-9768,횟집
일반음식점,봉선화,서울특별시 은평구 수색로18길 4-17 (수색동),서울특별시 은평구 수색동 367-8,12.51,02- 308-3450,분식
일반음식점,싱글벙글,서울특별시 은평구 응암로21가길 11-2 (응암동),서울특별시 은평구 응암동 123-38,34.2,02- 386-5030,호프/통닭
일반음식점,랑데뷰,"서울특별시 은평구 증산서길 140, 1층 (증산동)",서울특별시 은평구 증산동 162-22 1층,23.7,,호프/통닭
일반음식점,친구야,"서울특별시 은평구 증산로7길 17, 1층 (증산동)",서울특별시 은평구 증산동 186-1 1층,24.68,02- 305-7382,호프/통닭
일반음식점,홍대칼국수와 족발,서울특별시 은평구 통일로 855-15 (갈현동),서울특별시 은평구 갈현동 398-1,39.9,02- 359-6529,한식
일반음식점,저온숙성카츠골든카츠응암점,"서울특별시 은평구 응암로11길 16, 1층 1호 (응암동)",서울특별시 은평구 응암동 599-82,50.74,,한식
일반음식점,돌다리,"서울특별시 은평구 통일로 863-18 (갈현동, 1층)",서울특별시 은평구 갈현동 395-12 1층,86.04,02- 354-8586,통닭(치킨)
일반음식점,소주야 사랑해,"서울특별시 은평구 갈현로 61, 1층 (역촌동)",서울특별시 은평구 역촌동 70-34 1층,38.25,02- 385-1370,경양식
일반음식점,맛있는 김밥집,"서울특별시 은평구 은평로10길 6, 1층 (응암동)",서울특별시 은평구 응암동 103-30,40,02- 357-0232,분식
일반음식점,생달포차,"서울특별시 은평구 연서로32길 9 (불광동, 1층)",서울특별시 은평구 불광동 340-3 1층,22.44,02- 352-3364,호프/통닭
일반음식점,불맛감자국,"서울특별시 은평구 응암로 172-1, 1층 (응암동)",서울특별시 은평구 응암동 603-75 1층,54.76,02- 307-5005,한식
일반음식점,주식회사 서부감자국,서울특별시 은평구 서오릉로 8 (녹번동),서울특별시 은평구 녹번동 181,104.63,02- 356-4555,한식
일반음식점,으뜸칼국수,서울특별시 은평구 가좌로 212 (응암동),서울특별시 은평구 응암동 325-8,24.49,02- 309-9506,분식
일반음식점,제일식당,서울특별시 은평구 연서로 247 (불광동),서울특별시 은평구 불광동 310-254,21.28,02-0385-4973,한식
일반음식점,프린스,"서울특별시 은평구 연서로 176-1, 2층 (대조동)",서울특별시 은평구 대조동 220-32 2층,72,02- 355-5737,호프/통닭
일반음식점,간이역 왕 노가리,"서울특별시 은평구 응암로 340, 1층 (응암동)",서울특별시 은평구 응암동 87-30 1층,31.95,,호프/통닭
일반음식점,서울식당,서울특별시 은평구 응암로22길 5 (응암동),서울특별시 은평구 응암동 427-106,20,02- 356-3501,분식
일반음식점,국보,"서울특별시 은평구 은평로11길 11-1, 1층 (녹번동)",서울특별시 은평구 녹번동 160-17 1층,83.04,02- 351-3896,일식
일반음식점,최부자,"서울특별시 은평구 은평로21길 57, 1층 (녹번동)",서울특별시 은평구 녹번동 83-31 1층,106.71,02- 755-7776,한식
일반음식점,비보(vivo),"서울특별시 은평구 연서로29길 17-5, 1층 (갈현동)",서울특별시 은평구 갈현동 454-9 1층,56.79,,한식
일반음식점,춘향전,"서울특별시 은평구 서오릉로 145 (구산동, 1층)",서울특별시 은평구 구산동 1-24 1층,38.34,02- 386-1076,한식
일반음식점,시골정통순대국,"서울특별시 은평구 응암로12길 12-15, 1층 (응암동)",서울특별시 은평구 응암동 721-4 1층,13.81,02- 374-9388,한식
일반음식점,광장포차,"서울특별시 은평구 응암로11길 3 (응암동,,27(1층))","서울특별시 은평구 응암동 598-18 ,27(1층)",50.52,02  -308 -1388,한식
일반음식점,"숯불바베큐, 짝태","서울특별시 은평구 통일로85길 7 (갈현동,(지상1층))",서울특별시 은평구 갈현동 406-1 (지상1층),57.86,02- 382-8333,한식
일반음식점,죽마을,,서울특별시 은평구 불광동 310-155,3.63,02- 359-4464,기타
일반음식점,전주정가네콩나물국밥,"서울특별시 은평구 통일로 855-16, 1층 (갈현동)",서울특별시 은평구 갈현동 396-8 1층,54.6,02- 382-3310,한식
일반음식점,황토식당,서울특별시 은평구 연서로38길 4-2 (불광동),서울특별시 은평구 불광동 426-9,36.2,02- 357-6685,한식
일반음식점,미가촌,,서울특별시 은평구 수색동 296-8,68.22,02- 375-8425,한식
일반음식점,소연 : 소와연어,"서울특별시 은평구 연서로27길 20-4, 1층 (갈현동)",서울특별시 은평구 갈현동 453-13 1층,41.61,02- 356-1900,횟집
일반음식점,솔밭뽈따구숯불구이,"서울특별시 은평구 갈현로 62, 1층 (역촌동)",서울특별시 은평구 역촌동 69-19 1층,26.6,02-    -,한식
일반음식점,대림팥칼국수,"서울특별시 은평구 응암로12길 9-10, 1층 (응암동)",서울특별시 은평구 응암동 719-15 (1층),29.27,02- 396-2522,분식
일반음식점,또순네,"서울특별시 은평구 은평로11길 7 (응암동,(지상1층))",서울특별시 은평구 응암동 87-4 (지상1층),24.98,02- 359-9994,한식
일반음식점,새장골,"서울특별시 은평구 연서로 261 (불광동, 1층)",서울특별시 은평구 불광동 314-25 1층,57.15,02- 385-7775,한식
일반음식점,연천왕소갈비,"서울특별시 은평구 서오릉로15길 5-5, 1층 (구산동)",서울특별시 은평구 구산동 202-28 1층,75,02- 354-9109,한식
일반음식점,홍제동 30년 우동 국수,"서울특별시 은평구 서오릉로 242, 1층 (갈현동)",서울특별시 은평구 갈현동 325-5 1층,51.58,02- 356-1508,한식
일반음식점,생기,"서울특별시 은평구 통일로 673, 지하1층 (녹번동)",서울특별시 은평구 녹번동 14-5 지하1층,22.5,02- 384-2590,한식
일반음식점,은하,서울특별시 은평구 수색로18길 4-13 (수색동),서울특별시 은평구 수색동 365-10,11.19,02- 307-7791,까페
일반음식점,장원,"서울특별시 은평구 불광로 123 (불광동, 1층)",서울특별시 은평구 불광동 239-2 1층,65,02- 355-2346,중국식
일반음식점,남원추어탕,서울특별시 은평구 갈현로 302-1 (갈현동),서울특별시 은평구 갈현동 424-10,26.44,02- 353-3005,한식
일반음식점,신사분식,"서울특별시 은평구 갈현로1길 9, 1층 (신사동)",서울특별시 은평구 신사동 18-32 1층,25,02- 305-6719,분식
일반음식점,연신내역점 홍콩반점0410,"서울특별시 은평구 통일로 855-15, 2층 (갈현동)",서울특별시 은평구 갈현동 398-1 2층,89,02- 357-3749,호프/통닭
일반음식점,청담주막,"서울특별시 은평구 통일로 743, 2층 (대조동)",서울특별시 은평구 대조동 5-10 2층,111.4,02- 387-5009,호프/통닭
일반음식점,할머니집,서울특별시 은평구 통일로69길 15 (대조동),서울특별시 은평구 대조동 80-7,16.4,02- 355-9689,한식
일반음식점,추닭집,"서울특별시 은평구 연서로20길 2, 1층 (대조동)",서울특별시 은평구 대조동 222-15 1층,53.18,02- 384-9874,한식
일반음식점,드림호프,"서울특별시 은평구 증산로15길 25, 지하1층 (신사동)",서울특별시 은평구 신사동 344-16 지하1층,33,,호프/통닭
일반음식점,봉구비어 역촌신사점,"서울특별시 은평구 갈현로 74, 1층 (역촌동)",서울특별시 은평구 역촌동 55-5 1층,41.3,02- 358-6318,분식
일반음식점,동대문곱창,"서울특별시 은평구 갈현로 305, 1층 (갈현동)",서울특별시 은평구 갈현동 422-34 1층,27,02- 385-3475,한식
일반음식점,고향생고기,"서울특별시 은평구 증산서길 73, 1층 (증산동)",서울특별시 은평구 증산동 209-6 1층,26.45,02- 309-7716,한식
일반음식점,하이라이프,"서울특별시 은평구 통일로 855-4 (갈현동, 1층)",서울특별시 은평구 갈현동 396-11 1층,29.37,02- 385-7107,분식
일반음식점,털보 고된이,"서울특별시 은평구 통일로83길 9-1, 1층 (갈현동)",서울특별시 은평구 갈현동 403-5 1층,52.8,02- 355-7753,한식
일반음식점,짝태 앤 노가리,서울특별시 은평구 불광로 90 (불광동),서울특별시 은평구 불광동 631-1,39.6,02- 389-4573,통닭(치킨)
일반음식점,족발마을,"서울특별시 은평구 통일로 850 (불광동, 1층)",서울특별시 은평구 불광동 310-13 1층,26.4,02- 352-7782,한식
일반음식점,우정식당,서울특별시 은평구 은평로 101 (응암동),서울특별시 은평구 응암동 90-14,24.78,02- 385-0247,한식
일반음식점,서가네 김치삼겹,"서울특별시 은평구 은평터널로 198, 1층 (신사동)",서울특별시 은평구 신사동 40-30 1층,49.5,02- 308-6723,한식
일반음식점,진가방식당,"서울특별시 은평구 진흥로7길 28, 1층 (역촌동)",서울특별시 은평구 역촌동 24-21 1층,45.3,02- 356-2280,한식
일반음식점,진 국수,"서울특별시 은평구 진흥로 163 (대조동,(지상1층))",서울특별시 은평구 대조동 15-224 (지상1층),43.7,02- 385-0166,한식
일반음식점,양반집,"서울특별시 은평구 갈현로1길 3-1, 1층 (신사동)",서울특별시 은평구 신사동 17-16 1층,60.15,02- 355-4942,한식
일반음식점,삼막골영양탕,"서울특별시 은평구 통일로69길 19-1, 지상1층 (대조동)",서울특별시 은평구 대조동 77-13 (지상1층),49.5,02- 388-0233,한식
일반음식점,남도식당,"서울특별시 은평구 연서로35길 3 (불광동, 1층)",서울특별시 은평구 불광동 359-9 1층,26.2,02-    -,분식
일반음식점,복녀순대국,"서울특별시 은평구 불광로13길 3, 1층 (불광동)",서울특별시 은평구 불광동 13-34 1층,23.1,02- 354-7924,한식
일반음식점,훼미리가떴다,"서울특별시 은평구 연서로 325-1, 지하1층 (불광동)",서울특별시 은평구 불광동 90-42 지하1층,64.8,02- 383-0393,호프/통닭
일반음식점,봉금설렁탕(증산점),"서울특별시 은평구 증산서길 105 (증산동, 1층)",서울특별시 은평구 증산동 189-5 1층,72.27,02- 304-3648,한식
일반음식점,cuddy 8,"서울특별시 은평구 연서로25길 6-15, 1층 (갈현동)",서울특별시 은평구 갈현동 481-5 1층,130,- 359-4388,경양식
일반음식점,곽대리,"서울특별시 은평구 역말로 39, 1층 (역촌동)",서울특별시 은평구 역촌동 45-47 1층,16.38,02- 352-7470,한식
일반음식점,늑대와 여우랑,서울특별시 은평구 서오릉로 217 (구산동),서울특별시 은평구 구산동 339-26,26.45,- 355-7053,호프/통닭
일반음식점,S,"서울특별시 은평구 통일로 863-10, 지하1층 (갈현동)",서울특별시 은평구 갈현동 395-29 지하1층,51.22,,호프/통닭
일반음식점,남순이네,"서울특별시 은평구 응암로 206, 지층 (응암동)",서울특별시 은평구 응암동 576-44,108.76,02- 309-5888,한식
일반음식점,꼬꼬닭한마리,"서울특별시 은평구 연서로26길 9-3 (대조동, 외1필지)",서울특별시 은평구 대조동 197-5 외1필지,158.64,02- 387-1120,한식
일반음식점,웅추,"서울특별시 은평구 연서로27길 9, 1,2층 (갈현동)","서울특별시 은평구 갈현동 481-2 1,2층",172.49,- 387-6094,한식
일반음식점,두두림마을,서울특별시 은평구 연서로 247 (불광동),서울특별시 은평구 불광동 310-257,37.62,02- 354-5794,경양식
일반음식점,우이락 응암점,"서울특별시 은평구 응암로12길 9-6 (응암동,(1층))",서울특별시 은평구 응암동 719-20 (1층),45,02- 373-5399,중국식
일반음식점,베베또,"서울특별시 은평구 은평터널로 149, 지층 (신사동)",서울특별시 은평구 신사동 196-4 지층,55.54,02- 309-4659,통닭(치킨)
일반음식점,의정부찌개,"서울특별시 은평구 서오릉로 38, 1층 (녹번동)",서울특별시 은평구 녹번동 81-32 1층,42.9,02- 373-8389,한식
일반음식점,꼬지사케,"서울특별시 은평구 연서로 309, 1층 (불광동)",서울특별시 은평구 불광동 104-22 (1층),87.76,02- 385-3216,정종/대포집/소주방
일반음식점,먹거리 곱창,"서울특별시 은평구 진흥로 147-1, 1층 (대조동)",서울특별시 은평구 대조동 38-1 1층,34.65,02- 352-1891,한식
일반음식점,마르,서울특별시 은평구 연서로27길 16-13 (갈현동),서울특별시 은평구 갈현동 453-24,93,- 388-3303,한식
일반음식점,구산역 옛날통닭,"서울특별시 은평구 연서로18길 3-1, 지상1층 (대조동)",서울특별시 은평구 대조동 223-23 (지상1층),90.8,02  -389 -9037,한식
일반음식점,초램 양고기,"서울특별시 은평구 통일로85길 8, 1층 (갈현동)",서울특별시 은평구 갈현동 408-5 1층,87.66,- 388-7272,경양식
일반음식점,불광 생선구이,"서울특별시 은평구 진흥로 146, 1층 (녹번동)",서울특별시 은평구 녹번동 141-5 1층,89.55,02-3567- 680,호프/통닭
일반음식점,소문난 순대집,"서울특별시 은평구 은평로 53 (신사동, 외1필지(1층))",서울특별시 은평구 신사동 3-8 외1필지(1층),26.28,02- 355-8606,분식
일반음식점,김영희 아구.코다리 냉면,"서울특별시 은평구 응암로9길 3 (응암동, 1층)",서울특별시 은평구 응암동 595-64 1층,63.89,02- 376-4492,한식
일반음식점,만나만두,서울특별시 은평구 응암로25길 3 (응암동),서울특별시 은평구 응암동 124-33 1층,25.5,,분식
일반음식점,응암 족발,"서울특별시 은평구 가좌로 251, 1층 (응암동)",서울특별시 은평구 응암동 585-10 1층,53.1,02- 374-8391,통닭(치킨)
일반음식점,옛날짜장,"서울특별시 은평구 가좌로 280, 1층 (신사동)",서울특별시 은평구 신사동 36-3 1층,34,02- 307-6717,중국식
일반음식점,모이세 해장국,"서울특별시 은평구 연서로 60, 1층 (역촌동)",서울특별시 은평구 역촌동 22-39 1층,114.11,,한식
일반음식점,을지로골뱅이,"서울특별시 은평구 연서로28길 3, 1층,2층 (대조동)","서울특별시 은평구 대조동 185-54 1층,2층",37.06,02- 382-8102,분식
일반음식점,마포밥상,서울특별시 은평구 응암로22길 17-1 (응암동),서울특별시 은평구 응암동 419-112 1층,96.89,02- 719-3195,한식
일반음식점,드럼통도야지,,서울특별시 은평구 녹번동 117-88 (1층),39.95,,한식
일반음식점,해물천하,"서울특별시 은평구 연서로29길 20-8, 2층 (갈현동)",서울특별시 은평구 갈현동 400-19 2층,99.93,,호프/통닭
일반음식점,횟집 산이네,"서울특별시 은평구 통일로66길 4-1, 1층 (불광동)",서울특별시 은평구 불광동 281-154,134.88,,일식
일반음식점,아현닭발,"서울특별시 은평구 연서로27길 8-6, 1층 (갈현동)",서울특별시 은평구 갈현동 456-24 1층,41.37,,한식
일반음식점,옛날 통닭,"서울특별시 은평구 통일로 707, 1층 (대조동)",서울특별시 은평구 대조동 15-120 1층,37.84,,통닭(치킨)
일반음식점,백년토종삼계탕,"서울특별시 은평구 응암로 209 (응암동,(지상1층))",서울특별시 은평구 응암동 577-43 (지상1층),86.05,02- 385-3086,한식
일반음식점,은하식당,서울특별시 은평구 진흥로15길 26 (불광동),서울특별시 은평구 불광동 603-5,18,02- 357-2346,호프/통닭
일반음식점,노마세야 매운갈비찜 연신내점,"서울특별시 은평구 연서로29길 20-15, 2층 (갈현동)",서울특별시 은평구 갈현동 401-4 2층,101.1,,호프/통닭
일반음식점,아우랑횟집,"서울특별시 은평구 은평로 170 (응암동, 외 3필지)",서울특별시 은평구 응암동 96-1 외 3필지,60,02  -351 -3100,일식
일반음식점,카페스퀘어,"서울특별시 은평구 은평로 51-1 (신사동, 1층,2층)",서울특별시 은평구 신사동 3-10,122.67,,분식
일반음식점,능원 참 숯불갈비,"서울특별시 은평구 연서로34길 26 (불광동, 1층)",서울특별시 은평구 불광동 205-10 1층,68,02- 383-9076,한식
일반음식점,수요일,"서울특별시 은평구 연서로17길 49, 1층 (갈현동)",서울특별시 은평구 갈현동 498-2 1층,31.74,,호프/통닭
일반음식점,동나루왕숯불갈비,"서울특별시 은평구 서오릉로 77, 1층 (역촌동)",서울특별시 은평구 역촌동 15-12 1층,96.24,02- 359-9840,한식
일반음식점,참숯 왕대박 갈비전문점,"서울특별시 은평구 증산로9길 7-1 (증산동, 1층)",서울특별시 은평구 증산동 167-4 1층,87.09,,한식
일반음식점,진격의 포차,"서울특별시 은평구 갈현로23길 7, 1층 (갈현동)",서울특별시 은평구 갈현동 506-35 1층,59.5,02-3157-0110,한식
일반음식점,헤븐(Heaven),"서울특별시 은평구 응암로13길 22, 2층 (응암동)",서울특별시 은평구 응암동 591-8 2층,95.44,,호프/통닭
일반음식점,소문난숯불갈비,"서울특별시 은평구 증산서길 140, 1층 (증산동)",서울특별시 은평구 증산동 162-22 1층,49.4,,한식
일반음식점,웃는돌 참치,"서울특별시 은평구 연서로29길 17-4, 1층 (갈현동)",서울특별시 은평구 갈현동 453-14 1층,88.94,02- 356-5800,일식
일반음식점,참맛 어울림,"서울특별시 은평구 은평로 187-2, 지상1층 (녹번동)",서울특별시 은평구 녹번동 194 (지상1층),93.24,02  -353 -1808,한식
일반음식점,시골순대국,"서울특별시 은평구 통일로 929-5 (갈현동,,35(지상1층))","서울특별시 은평구 갈현동 391-3 ,35(지상1층)",75.4,02- 351-4484,한식
일반음식점,김밥사랑,"서울특별시 은평구 증산로9길 13, 1층 106호 (증산동)",서울특별시 은평구 증산동 167-1 106호,52.06,02- 303-3310,한식
일반음식점,이복례 당진아구동태찜탕,"서울특별시 은평구 서오릉로 106, 지상1층 (대조동)",서울특별시 은평구 대조동 172-73 (지상1층),82.6,,호프/통닭
일반음식점,본죽(역촌점),"서울특별시 은평구 갈현로 85, 1층 (역촌동)",서울특별시 은평구 역촌동 54-6 1층,24.07,,분식
일반음식점,전주비빔밥,"서울특별시 은평구 불광로 20, 지하1층 A015호 (대조동)",서울특별시 은평구 대조동 240 지하1층 A015호,22.14,02- 350-7207,한식
일반음식점,머스트 (MUST),"서울특별시 은평구 연서로29길 17-4, 2층 (갈현동)",서울특별시 은평구 갈현동 453-14 2층,101.2,,호프/통닭
일반음식점,포차 마실,"서울특별시 은평구 연서로29길 10-1, 지상2층 (갈현동)",서울특별시 은평구 갈현동 399-10 (지상2층),143.21,,호프/통닭
일반음식점,김가네,"서울특별시 은평구 불광로 122, 101호 (불광동, 윤호하우스 )",서울특별시 은평구 불광동 12 윤호하우스 101호,39.44,,한식
일반음식점,동현 생고기,"서울특별시 은평구 응암로9길 10-1 (응암동, 2층)",서울특별시 은평구 응암동 596-16 (지상2층),58.11,02- 308-6695,한식
일반음식점,참숯 왕대박 갈비 전문점,"서울특별시 은평구 서오릉로8길 3-1, 1층 (대조동)",서울특별시 은평구 대조동 55-10 1층,89.25,02- 388-9192,한식
일반음식점,여리네닭갈비,"서울특별시 은평구 통일로68길 12-19, 1층 (불광동)",서울특별시 은평구 불광동 272-18 1층,47.37,02- 388-2140,한식
일반음식점,본죽(녹번점),"서울특별시 은평구 은평로 225, 1층 (녹번동)",서울특별시 은평구 녹번동 245 1층,27.38,02- 306-2515,분식
일반음식점,신안밥상,"서울특별시 은평구 증산로 303 (증산동, 태광아파트 (1층) 107호)",서울특별시 은평구 증산동 249 태광아파트 (1층) 107호,55.44,,한식
일반음식점,연장전,"서울특별시 은평구 통일로83길 17, 1층 (갈현동)",서울특별시 은평구 갈현동 403-29 1층,18.81,02- 386-0529,기타
일반음식점,토방,"서울특별시 은평구 통일로67길 5, 1층 (대조동)",서울특별시 은평구 대조동 9-6 1층,23.68,02- 387-3036,정종/대포집/소주방
일반음식점,연정,"서울특별시 은평구 수색로 390-4, 1층 (수색동)",서울특별시 은평구 수색동 287-15 1층,31.17,,호프/통닭
일반음식점,새암호프(TWO),"서울특별시 은평구 증산서길 14-7, 1층 (증산동)",서울특별시 은평구 증산동 221-4 1층,38.71,02- 307-7598,한식
일반음식점,덕진풍천장어,"서울특별시 은평구 연서로 149 (갈현동, 동광갈현베르빌102,103,104호)","서울특별시 은평구 갈현동 465-12 동광갈현베르빌102,103,104호",98.38,02  -358 -0652,한식
일반음식점,채선당 구산점,"서울특별시 은평구 연서로 106, 1층 (역촌동)",서울특별시 은평구 역촌동 8-77 1층,191.74,02- 389-0550,한식
일반음식점,송추가마골2,"서울특별시 은평구 북한산로 276, 지상1층,2층 (진관동)","서울특별시 은평구 진관동 300-7 지상1층,2층",170.19,- 371-0020,한식
일반음식점,송추가마골1,"서울특별시 은평구 북한산로 276, 지상2층 (진관동)",서울특별시 은평구 진관동 300-6 지상2층,200.56,- 371-0022,한식
일반음식점,지호한방삼계탕,"서울특별시 은평구 서오릉로 222, 2층 (갈현동)",서울특별시 은평구 갈현동 527-13 2층,272.5,02- 355-2110,한식
일반음식점,불광설 주식회사,"서울특별시 은평구 통일로66길 5, 1,2층 (불광동)","서울특별시 은평구 불광동 281-83 1,2층",149.42,02- 358-0059,한식
