업종명,업소명,소재지(도로명),소재지(지번),영업자시작일,업태명
일반음식점,내맘대로 분식포차,"서울특별시 동대문구 천호대로97길 23, 나동 1층 (장안동)",서울특별시 동대문구 장안동 455-12 ,2021-11-22,분식
일반음식점,영수네고기세상,"서울특별시 동대문구 신이문로 34-1, 1층 (이문동)",서울특별시 동대문구 이문동 237-8 ,2021-11-25,기타
일반음식점,낙곱새미장원 고대점,"서울특별시 동대문구 제기로6길 14, 1층 (제기동)",서울특별시 동대문구 제기동 67-12 ,2021-11-25,기타
일반음식점,맨날맨날,"서울특별시 동대문구 답십리로66길 110, 1층 103-1호 (장안동, 한일연립)",서울특별시 동대문구 장안동 183-4 한일연립 ,2021-01-05,기타
일반음식점,사소한 차이,"서울특별시 동대문구 답십리로66길 110, 1층 103-2호 (장안동, 한일연립)",서울특별시 동대문구 장안동 183-4 한일연립 ,2021-12-24,기타
일반음식점,샤브담,"서울특별시 동대문구 전농로19길 20, 1층 (전농동)",서울특별시 동대문구 전농동 204-220 ,2021-11-29,기타
일반음식점,달리자,"서울특별시 동대문구 경동시장로10길 41, 1층 (제기동)",서울특별시 동대문구 제기동 486-8 ,2021-12-01,한식
일반음식점,찰스앤다이애나,"서울특별시 동대문구 천호대로91길 57, 1층 101호 (장안동, 캔자스대저택)",서울특별시 동대문구 장안동 444-2 캔자스대저택 ,2021-12-01,기타
일반음식점,루헤(Ruhe),"서울특별시 동대문구 경희대로1가길 8, 스페이스 플러스 2층 (회기동)",서울특별시 동대문구 회기동 42-60 스페이스 플러스 ,2021-12-02,기타
일반음식점,국수랑김밥,"서울특별시 동대문구 왕산로 268, 1층 (전농동)",서울특별시 동대문구 전농동 602-16 ,2021-12-06,김밥(도시락)
일반음식점,제니아,"서울특별시 동대문구 고미술로 99, 지하1층 (답십리동)",서울특별시 동대문구 답십리동 961-9 ,2021-12-06,한식
일반음식점,떡깨비(고대점),"서울특별시 동대문구 고산자로 515, 1층 (제기동)",서울특별시 동대문구 제기동 714-9 ,2021-12-06,분식
일반음식점,연한담,"서울특별시 동대문구 안암로24길 14, 1층 (제기동)",서울특별시 동대문구 제기동 137-5 ,2022-07-19,한식
일반음식점,한국족발,"서울특별시 동대문구 한천로58길 47, 상가동 지하층 101(주방2호)호 (이문동, 쌍용아파트)",서울특별시 동대문구 이문동 64 쌍용아파트 ,2021-12-07,기타
일반음식점,버거호(BurgerHo),"서울특별시 동대문구 회기로25길 16, 1층 (회기동)",서울특별시 동대문구 회기동 347-4 ,2021-12-08,기타
일반음식점,조개까는삼겹살,"서울특별시 동대문구 제기로 128-2, 1층 (청량리동)",서울특별시 동대문구 청량리동 57-1 ,2021-12-08,기타
일반음식점,소담찬,"서울특별시 동대문구 휘경로 60, 101동 상가102호 (휘경동, 휘경에스케이뷰)",서울특별시 동대문구 휘경동 372 휘경에스케이뷰 ,2021-12-09,한식
일반음식점,따께리아 라 비다(Taqueria La Vida),"서울특별시 동대문구 경희대로1길 27, 1층 (회기동)",서울특별시 동대문구 회기동 60-94 ,2021-12-10,기타
일반음식점,청년한식,"서울특별시 동대문구 고산자로36길 3, 경동시장 신관3층 70101호 (제기동)",서울특별시 동대문구 제기동 1019 경동시장 ,2021-12-10,한식
일반음식점,스시윤,"서울특별시 동대문구 고산자로36길 3, 경동시장 3층 70123호 (제기동)",서울특별시 동대문구 제기동 1019 경동시장 ,2021-12-14,일식
일반음식점,국민맥주,"서울특별시 동대문구 신이문로 7, 1층 (이문동)",서울특별시 동대문구 이문동 255-393 ,2021-12-20,기타
일반음식점,보배곱창,"서울특별시 동대문구 고산자로 539-1, 1층 (제기동)",서울특별시 동대문구 제기동 122-278 ,2021-12-21,기타
일반음식점,호랑이 소고기 국밥,"서울특별시 동대문구 왕산로22길 33, 1층 (용두동)",서울특별시 동대문구 용두동 102-159 ,2021-10-20,한식
일반음식점,포슬리,"서울특별시 동대문구 답십리로48길 78, 1층 (답십리동)",서울특별시 동대문구 답십리동 35-9 ,2021-12-21,기타
일반음식점,실내포차,"서울특별시 동대문구 홍릉로3길 19, 1층 (제기동)",서울특별시 동대문구 제기동 486-3 ,2021-12-22,기타
일반음식점,호랑이남매,"서울특별시 동대문구 답십리로69가길 5, 1층 (장안동)",서울특별시 동대문구 장안동 315-22 ,2021-12-22,한식
일반음식점,어빌리티커피,"서울특별시 동대문구 이문로9나길 6-14, 지층 101호 (이문동)",서울특별시 동대문구 이문동 264-302 ,2021-12-23,기타
일반음식점,김치찌개마을,"서울특별시 동대문구 답십리로65길 103, 1층 (장안동)",서울특별시 동대문구 장안동 116-2 ,2021-12-24,한식
일반음식점,캔하이브,"서울특별시 동대문구 장안벚꽃로7길 25, 1층 (휘경동)",서울특별시 동대문구 휘경동 49-143 ,2021-12-28,기타
일반음식점,채선당샐러드&밀키트24,"서울특별시 동대문구 외대역동로 63-12, C동 102호 (휘경동, 이문휘경 지웰에스테이트)",서울특별시 동대문구 휘경동 377 이문휘경 지웰에스테이트 ,2021-12-29,기타
일반음식점,숙이네,"서울특별시 동대문구 전농로15길 7, 이동 109호 (전농동)",서울특별시 동대문구 전농동 295-52 ,2021-12-29,한식
일반음식점,삼첩분식 청량리점,"서울특별시 동대문구 전농로 192, 제상가동 2층 201호 (전농동, 전농동삼성아파트)",서울특별시 동대문구 전농동 155 전농동삼성아파트 ,2022-05-30,한식
일반음식점,오르다빛(Ordabit),"서울특별시 동대문구 답십리로69길 71, 이제이빌딩 1층 102호 (장안동)",서울특별시 동대문구 장안동 326-13 이제이빌딩 ,2022-01-03,기타
일반음식점,춘리마라탕 장안답십리점,"서울특별시 동대문구 답십리로 304, 1층 16호 (장안동)",서울특별시 동대문구 장안동 335-6 ,2022-01-03,중국식
일반음식점,옥토키친,"서울특별시 동대문구 제기로17길 32, 1층 (청량리동)",서울특별시 동대문구 청량리동 205-279 ,2022-01-04,한식
일반음식점,분짜킴,"서울특별시 동대문구 황물로15다길 4, 1층 (답십리동)",서울특별시 동대문구 답십리동 953-25 ,2022-01-05,기타
일반음식점,나나랜드,"서울특별시 동대문구 고미술로 71, 1층 106호 (답십리동, 현대썬앤빌 청계)",서울특별시 동대문구 답십리동 530-15 현대썬앤빌 청계 ,2022-01-06,기타
일반음식점,육회한연어씨,"서울특별시 동대문구 서울시립대로 31, 102동 111호 (전농동, 동아아파트)",서울특별시 동대문구 전농동 645-2 동아아파트 ,2022-01-07,한식
일반음식점,이맛이야(EMASIA),"서울특별시 동대문구 이문로1길 8-13, 1층,2층 (회기동)",서울특별시 동대문구 회기동 65-36 ,2022-01-11,기타
일반음식점,대한칡냉면,"서울특별시 동대문구 전농로 50-1, 2층 201호 (답십리동)",서울특별시 동대문구 답십리동 35-6 ,2022-01-11,냉면집
일반음식점,마포갈비,"서울특별시 동대문구 장한로26길 37, 1층 102호 (장안동, 르.메이에르 장안타운 5차)",서울특별시 동대문구 장안동 335-8 르.메이에르 장안타운 5차 ,2022-06-16,한식
일반음식점,갈비사랑,"서울특별시 동대문구 장한로26길 67, 1층 101,102,103호 (장안동, 우성2차아파트)",서울특별시 동대문구 장안동 334-6 우성2차아파트 ,2022-08-01,기타
일반음식점,피자스톰 동대문점,"서울특별시 동대문구 망우로 18, 1층 (휘경동)",서울특별시 동대문구 휘경동 312-46 ,2022-01-17,기타
일반음식점,도로시파스타 연정,"서울특별시 동대문구 장한로27가길 36, 가동 1층 (장안동)",서울특별시 동대문구 장안동 305-7 ,2022-01-17,기타
일반음식점,피식,서울특별시 동대문구 전농로 232 (전농동),서울특별시 동대문구 전농동 103-493 ,2022-01-18,일식
일반음식점,누리식당,"서울특별시 동대문구 이문로 136, 2층 F2-1호,F2-2호 (이문동, 이문동 웰츠타워)",서울특별시 동대문구 이문동 292-10 이문동 웰츠타워 ,2022-01-18,한식
일반음식점,씨롱카페(C-long cafe),"서울특별시 동대문구 천호대로 247, 메트로팰리스 1층 107호 (답십리동)",서울특별시 동대문구 답십리동 498-5 메트로팰리스 ,2022-01-19,기타
일반음식점,민속주점,"서울특별시 동대문구 약령시로 104-1, 지하1층 (제기동)",서울특별시 동대문구 제기동 591-15 ,2022-01-20,한식
일반음식점,베스트생갈비찜&찜닭,"서울특별시 동대문구 정릉천동로 90, 상가동 108호,109호 (제기동, 현대아파트)",서울특별시 동대문구 제기동 892-66 현대아파트 ,2022-05-23,한식
일반음식점,제나벨라,"서울특별시 동대문구 경동시장로2길 31, 3층 (제기동)",서울특별시 동대문구 제기동 635-16 ,2022-01-21,분식
일반음식점,카페시월,"서울특별시 동대문구 장한로6길 37, 1층 (장안동)",서울특별시 동대문구 장안동 451-8 ,2022-01-24,기타
일반음식점,꽃뜨락사이,"서울특별시 동대문구 이문로 31-1, 2층 (회기동)",서울특별시 동대문구 회기동 346-21 ,2022-01-25,기타
일반음식점,민자옥,"서울특별시 동대문구 제기로 12-1, 1층 (제기동)",서울특별시 동대문구 제기동 138-13 ,2022-01-26,한식
일반음식점,하이카오산 회기점,"서울특별시 동대문구 한천로58길 47, 상가동 지하1층 101(주방29호)호 (이문동, 쌍용아파트)",서울특별시 동대문구 이문동 64 쌍용아파트 ,2022-01-27,기타
일반음식점,리키드(REKID),"서울특별시 동대문구 무학로34가길 3, 1층 101호 (용두동)",서울특별시 동대문구 용두동 102-190 ,2022-01-28,기타
일반음식점,명가갈비찜,"서울특별시 동대문구 홍릉로 50, 1층 (청량리동)",서울특별시 동대문구 청량리동 366 ,2022-02-03,한식
일반음식점,거시기,"서울특별시 동대문구 답십리로68길 97, 1층 (장안동)",서울특별시 동대문구 장안동 381-9 ,2022-02-07,기타
일반음식점,호식이두마리치킨 전농점,"서울특별시 동대문구 전농로23길 13, 1층 (전농동)",서울특별시 동대문구 전농동 196-6 ,2022-02-08,기타
일반음식점,그레이드비,"서울특별시 동대문구 장한로6길 32, 1층 (장안동)",서울특별시 동대문구 장안동 460-11 ,2022-02-09,기타
일반음식점,헬로우낙곱새 신이문점,"서울특별시 동대문구 한천로58길 47, 쌍용아파트 상가동 지하1층 101(주방12호)호 (이문동, 쌍용아파트)",서울특별시 동대문구 이문동 64 쌍용아파트 ,2022-02-10,한식
일반음식점,스타드래프트,"서울특별시 동대문구 천호대로 405, 동보빌딩 지하2층 201호 (장안동)",서울특별시 동대문구 장안동 416-6 동보빌딩 ,2022-02-11,기타
일반음식점,도어 투 도어(door to door),"서울특별시 동대문구 회기로19길 18, 지층 (회기동)",서울특별시 동대문구 회기동 16-15 ,2022-02-11,기타
일반음식점,샐디치,"서울특별시 동대문구 전농로 33, 1층 (답십리동)",서울특별시 동대문구 답십리동 276-25 ,2022-02-11,기타
일반음식점,나은푸드,"서울특별시 동대문구 약령서길 36, 2층 205호 (제기동)",서울특별시 동대문구 제기동 892-48 ,2022-02-11,기타
일반음식점,직화구이통삼겹,"서울특별시 동대문구 황물로 90, 보광타워 2층 201(주방3호)호 (답십리동)",서울특별시 동대문구 답십리동 530-4 보광타워 ,2022-02-14,한식
일반음식점,동래정 장안점,"서울특별시 동대문구 장한로 106, 장안동 상가 1층 (장안동)",서울특별시 동대문구 장안동 366-6 장안동 상가 ,2022-02-15,한식
일반음식점,프랭크버거 외대역점,"서울특별시 동대문구 휘경로 22, 1층 2호 (이문동)",서울특별시 동대문구 이문동 305-8 ,2022-02-15,기타
일반음식점,스미뜨,"서울특별시 동대문구 제기로5길 36, 2층 (제기동)",서울특별시 동대문구 제기동 136 ,2022-02-15,기타
일반음식점,멜팅버거스,"서울특별시 동대문구 사가정로 80, 답십리 뉴타운 카운티 에비뉴 103호 (답십리동)",서울특별시 동대문구 답십리동 1012 답십리 뉴타운 카운티 에비뉴 ,2022-02-15,기타
일반음식점,짬뽕지존장안점,"서울특별시 동대문구 장한로 109, 장안동음식점빌딩 1층 (장안동)",서울특별시 동대문구 장안동 372-4 장안동음식점빌딩 ,2022-02-16,중국식
일반음식점,순살싸다리,"서울특별시 동대문구 서울시립대로16길 80, 1층 (전농동)",서울특별시 동대문구 전농동 272-2 ,2022-02-17,기타
일반음식점,엘마르조,"서울특별시 동대문구 회기로23길 59, 1층 (회기동)",서울특별시 동대문구 회기동 54-61 ,2022-02-17,기타
일반음식점,청담낙곱새,"서울특별시 동대문구 이문로 88-15, 1층 (이문동)",서울특별시 동대문구 이문동 326-8 ,2022-02-17,기타
일반음식점,그릭&샐러드,서울특별시 동대문구 한빛로 25 (신설동),서울특별시 동대문구 신설동 39-1 ,2022-02-18,기타
일반음식점,엄마손,"서울특별시 동대문구 난계로 242, 1층 107호 (신설동, 신설동 지웰홈스)",서울특별시 동대문구 신설동 117-12 신설동 지웰홈스 ,2022-02-21,기타
일반음식점,아티스카페몰로,"서울특별시 동대문구 이문로 89, 1층 103호 (이문동, 세진빌딩)",서울특별시 동대문구 이문동 327-7 세진빌딩 ,2022-02-21,경양식
일반음식점,88누룽지백숙감자탕,"서울특별시 동대문구 휘경로 60, 101동 상가101호 (휘경동, 휘경에스케이뷰)",서울특별시 동대문구 휘경동 372 휘경에스케이뷰 ,2022-02-22,한식
일반음식점,은사즉석떡볶이,"서울특별시 동대문구 사가정로 80, 답십리 뉴타운 카운티 에비뉴 1층 109호 (답십리동)",서울특별시 동대문구 답십리동 1012 답십리 뉴타운 카운티 에비뉴 ,2022-02-22,분식
일반음식점,백야드빌더,"서울특별시 동대문구 고미술로 100, 1층 3호 (답십리동)",서울특별시 동대문구 답십리동 961-2 ,2022-02-22,기타
일반음식점,청과포차,"서울특별시 동대문구 왕산로33길 21, 1층 (제기동)",서울특별시 동대문구 제기동 647-1 ,2022-02-24,한식
일반음식점,초장집 장안점,"서울특별시 동대문구 장한로 106, 장안동 상가 1층 (장안동)",서울특별시 동대문구 장안동 366-6 장안동 상가 ,2022-06-30,한식
일반음식점,일미리금계찜닭,"서울특별시 동대문구 안암로 144, 1층 (제기동)",서울특별시 동대문구 제기동 137-94 ,2022-02-25,한식
일반음식점,미아리우동집 용두동점,"서울특별시 동대문구 무학로 136, 1층 (용두동)",서울특별시 동대문구 용두동 119-61 ,2022-02-28,한식
일반음식점,윌리하우스,"서울특별시 동대문구 왕산로43가길 27, 1층 (청량리동)",서울특별시 동대문구 청량리동 42-10 ,2022-03-02,경양식
일반음식점,송돼지 냉면,"서울특별시 동대문구 한천로24길 15, 1층 (장안동)",서울특별시 동대문구 장안동 153-10 ,2022-03-02,냉면집
일반음식점,결찌,"서울특별시 동대문구 제기로 4, 1층 (제기동)",서울특별시 동대문구 제기동 137-153 ,2022-03-02,경양식
일반음식점,가치한끼,"서울특별시 동대문구 고산자로36길 3, 경동시장 신관3층 70121호 (제기동)",서울특별시 동대문구 제기동 1019 경동시장 ,2022-03-03,기타
일반음식점,휘경거실 휙,"서울특별시 동대문구 망우로18다길 32-2, B01호 (휘경동)",서울특별시 동대문구 휘경동 294-203 ,2022-03-04,기타
일반음식점,밥 한끼,"서울특별시 동대문구 한천로 300, 상가동 B105호 (휘경동, 동일스위트리버)",서울특별시 동대문구 휘경동 366 동일스위트리버 ,2022-03-07,한식
일반음식점,콩제,"서울특별시 동대문구 한빛로 29, 에이동 1층 101호 (신설동, 로얄팰리스)",서울특별시 동대문구 신설동 45-2 로얄팰리스 ,2022-03-07,기타
일반음식점,복음창고,"서울특별시 동대문구 안암로 122, 2층 (제기동)",서울특별시 동대문구 제기동 142-8 ,2022-03-07,기타
일반음식점,고기반햄반김치찌개 장안동점,"서울특별시 동대문구 한천로 103, 백석빌딩 1층 (답십리동)",서울특별시 동대문구 답십리동 766 백석빌딩 ,2022-04-07,한식
일반음식점,감성커피 장안동사거리점,"서울특별시 동대문구 장한로 139, 1층 (장안동)",서울특별시 동대문구 장안동 307-3 ,2022-03-08,기타
일반음식점,엠엔(MN)푸드,"서울특별시 동대문구 한천로58길 47, 상가동 지하층 101(주방7호)호 (이문동, 쌍용아파트)",서울특별시 동대문구 이문동 64 쌍용아파트 ,2022-03-10,기타
일반음식점,훈(勳),"서울특별시 동대문구 안암로24길 15, 1층 (제기동)",서울특별시 동대문구 제기동 137-297 ,2022-03-10,기타
일반음식점,배달의 쌀국수,"서울특별시 동대문구 전농로11길 59, 3층 7호 (답십리동, 코지스페이스)",서울특별시 동대문구 답십리동 242-1 코지스페이스 ,2022-03-10,기타
일반음식점,101커피컨테이너 전농점,"서울특별시 동대문구 사가정로 148, 주상가동 1층 101호 (전농동, 전농 SK아파트)",서울특별시 동대문구 전농동 10 전농 SK아파트 ,2022-03-10,기타
일반음식점,로디키친,"서울특별시 동대문구 전농로31길 13, 1층 (전농동)",서울특별시 동대문구 전농동 126-8 ,2022-03-10,한식
일반음식점,용두동곱창,"서울특별시 동대문구 무학로26길 30, 상가동 1층 5-1호 (용두동, 신동아아파트)",서울특별시 동대문구 용두동 779 신동아아파트 ,2022-03-11,기타
일반음식점,청수식당,"서울특별시 동대문구 사가정로 129, 1층 (전농동)",서울특별시 동대문구 전농동 38-45 ,2022-03-14,한식
일반음식점,샐러드 SLB 장안점,"서울특별시 동대문구 한천로 128, DI TOWER 1층 101호 (장안동)",서울특별시 동대문구 장안동 146-18 DI TOWER ,2022-03-14,기타
일반음식점,솔밭,"서울특별시 동대문구 정릉천동로 58, 1층 143호 (용두동, 롯데캐슬피렌체)",서울특별시 동대문구 용두동 790 롯데캐슬피렌체 ,2022-03-14,한식
일반음식점,스시마루,"서울특별시 동대문구 망우로18가길 57, 1층 (휘경동)",서울특별시 동대문구 휘경동 286-31 ,2022-03-14,일식
일반음식점,멕시카나 용두점,"서울특별시 동대문구 천호대로24길 41, 1층 (용두동)",서울특별시 동대문구 용두동 129-143 ,2022-03-16,호프/통닭
일반음식점,김제식당,"서울특별시 동대문구 고산자로36길 3, 경동시장 신관 지하1층 40007호 (제기동)",서울특별시 동대문구 제기동 1019 경동시장 ,2022-03-17,한식
일반음식점,뉴올리언스 버거 클럽,"서울특별시 동대문구 회기로21길 3, 지하1층 (회기동)",서울특별시 동대문구 회기동 16-91 ,2022-03-18,기타
일반음식점,술독에 빠진 기린포차,"서울특별시 동대문구 이문로28길 4, 1층 (이문동)",서울특별시 동대문구 이문동 287-41 ,2022-03-18,경양식
일반음식점,마스(mars),"서울특별시 동대문구 황물로 65, 1층 (답십리동)",서울특별시 동대문구 답십리동 469-6 ,2022-03-21,기타
일반음식점,계략가,"서울특별시 동대문구 이문로28길 11, 1층 (이문동)",서울특별시 동대문구 이문동 288-54 ,2022-03-22,기타
일반음식점,윈윈푸드,"서울특별시 동대문구 답십리로 159-11, 1층 5호 (답십리동)",서울특별시 동대문구 답십리동 70-15 ,2022-03-23,기타
일반음식점,영천선비,"서울특별시 동대문구 회기로 137, 1층 (회기동)",서울특별시 동대문구 회기동 60-42 ,2022-03-24,기타
일반음식점,코노미(konomi),"서울특별시 동대문구 외대역동로1길 24, 상가동 1층 104호 (휘경동, 휘경동롯데 낙천대아파트)",서울특별시 동대문구 휘경동 109 휘경동롯데 낙천대아파트 ,2022-03-24,기타
일반음식점,니가먹던그집,"서울특별시 동대문구 한빛로 11, 1층 (신설동)",서울특별시 동대문구 신설동 67-1 ,2022-03-25,분식
일반음식점,그니,"서울특별시 동대문구 무학로 125-5, 1층 101호 (용두동)",서울특별시 동대문구 용두동 235-9 ,2022-03-28,기타
일반음식점,비비큐 장안행운점,"서울특별시 동대문구 장한로26나길 59, 1층 (장안동)",서울특별시 동대문구 장안동 340-1 ,2022-03-30,호프/통닭
일반음식점,곱창치는 남자,"서울특별시 동대문구 회기로13길 14, 1층 (회기동)",서울특별시 동대문구 회기동 60-63 ,2022-03-31,기타
일반음식점,짱구분식,서울특별시 동대문구 서울시립대로2길 2 (전농동),서울특별시 동대문구 전농동 646-19 ,2022-03-31,분식
일반음식점,러빙,"서울특별시 동대문구 전농로 192, 상가동 1층 106호 (전농동, 전농동삼성아파트)",서울특별시 동대문구 전농동 155 전농동삼성아파트 ,2022-03-31,기타
일반음식점,망향비빔국수,"서울특별시 동대문구 한천로 103, 백석빌딩 1층 101호 (답십리동)",서울특별시 동대문구 답십리동 766 백석빌딩 ,2022-03-31,기타
일반음식점,해머스미스커피 서울시립대점,"서울특별시 동대문구 서울시립대로 155, 지하1층 (전농동)",서울특별시 동대문구 전농동 150-4 ,2022-04-01,기타
일반음식점,플레이스파인드,"서울특별시 동대문구 청계천로 425, 청광플러스원청계 101호,102호 (신설동)",서울특별시 동대문구 신설동 109-8 청광플러스원청계 ,2022-04-01,기타
일반음식점,낄낄,"서울특별시 동대문구 망우로18가길 73, 1층 (휘경동)",서울특별시 동대문구 휘경동 286-83 ,2022-04-01,기타
일반음식점,빼더,"서울특별시 동대문구 약령중앙로 31-12, 1층 (제기동)",서울특별시 동대문구 제기동 890-16 ,2022-04-04,기타
일반음식점,고미돈까스,"서울특별시 동대문구 장한로33길 34, 1층 (장안동)",서울특별시 동대문구 장안동 288-28 ,2022-04-04,기타
일반음식점,카페프로젝트이응,"서울특별시 동대문구 망우로18다길 28-4, 1층 (휘경동)",서울특별시 동대문구 휘경동 294-244 ,2022-04-11,기타
일반음식점,엄마분식,"서울특별시 동대문구 이문로 136, 1층 F1-20호 (이문동, 이문동 웰츠타워)",서울특별시 동대문구 이문동 292-10 이문동 웰츠타워 ,2022-04-12,분식
일반음식점,일품식탁,"서울특별시 동대문구 황물로 90, 보광타워 2층 201(주방7호)호 (답십리동)",서울특별시 동대문구 답십리동 530-4 보광타워 ,2022-04-12,한식
일반음식점,파스타집이야,"서울특별시 동대문구 전농로11길 59, 2층 3호 (답십리동, 코지스페이스)",서울특별시 동대문구 답십리동 242-1 코지스페이스 ,2022-04-13,경양식
일반음식점,바로덮밥 바로파스타,"서울특별시 동대문구 전농로11길 59, 4층 11호 (답십리동, 코지스페이스)",서울특별시 동대문구 답십리동 242-1 코지스페이스 ,2022-04-13,기타
일반음식점,아라치 회기점,"서울특별시 동대문구 한천로58길 47, 상가동 지하1층 101(주방18)호 (이문동, 쌍용아파트)",서울특별시 동대문구 이문동 64 쌍용아파트 ,2022-04-14,기타
일반음식점,명품풍천장어,"서울특별시 동대문구 왕산로37길 11, 1층 (청량리동)",서울특별시 동대문구 청량리동 773 ,2022-06-17,기타
일반음식점,바베큐(BBQ)905,"서울특별시 동대문구 경희대로1가길 5, 1층 (회기동)",서울특별시 동대문구 회기동 107-13 ,2022-04-14,호프/통닭
일반음식점,카츠와이찌,"서울특별시 동대문구 천호대로77길 123, 1층 (장안동)",서울특별시 동대문구 장안동 195-2 ,2022-04-14,경양식
일반음식점,서파넓적갈비 용두점,"서울특별시 동대문구 천호대로31길 16, 1층 (용두동)",서울특별시 동대문구 용두동 39-752 ,2022-04-14,한식
일반음식점,낙원당 낙곱새전문점 경희대점,"서울특별시 동대문구 망우로21길 31, 1층 (휘경동)",서울특별시 동대문구 휘경동 262-1 ,2022-04-15,기타
일반음식점,경양카츠 경희대점,"서울특별시 동대문구 회기로 146-1, 1층 (회기동)",서울특별시 동대문구 회기동 60-24 ,2022-04-15,경양식
일반음식점,떡군이네 떡볶이 전농사거리점,"서울특별시 동대문구 전농로 156, 1층 1호 (전농동)",서울특별시 동대문구 전농동 60-33 ,2022-04-15,분식
일반음식점,신미방 마라탕,"서울특별시 동대문구 회기로25길 16, 1층 105,106호 (회기동)",서울특별시 동대문구 회기동 347-4 ,2022-04-18,중국식
일반음식점,미소식탁,"서울특별시 동대문구 장한로24길 27, 2층 (장안동)",서울특별시 동대문구 장안동 342-6 ,2022-04-18,기타
일반음식점,샐러드온 회기역점,"서울특별시 동대문구 외대역동로1길 60-3, 제상가동 2층 203호 (휘경동, 휘경 해모로 프레스티지)",서울특별시 동대문구 휘경동 375 휘경 해모로 프레스티지 ,2022-04-19,기타
일반음식점,벤첸트(Benchent),"서울특별시 동대문구 회기로21길 8-8, 1층 (회기동)",서울특별시 동대문구 회기동 45-100 ,2022-04-20,기타
일반음식점,할머니만두,"서울특별시 동대문구 제기로 15, 내제1,2층 1호 (제기동)",서울특별시 동대문구 제기동 135-86 ,2022-04-21,한식
일반음식점,별마로 키친,"서울특별시 동대문구 천호대로83길 39, 1층 (장안동)",서울특별시 동대문구 장안동 423-3 ,2022-04-21,분식
일반음식점,더드림,"서울특별시 동대문구 망우로14가길 29-1, 1층 (휘경동)",서울특별시 동대문구 휘경동 293-103 ,2022-04-21,기타
일반음식점,손큰할매순대국 고대점,"서울특별시 동대문구 안암로 144, 1층 (제기동)",서울특별시 동대문구 제기동 137-94 ,2022-04-22,한식
일반음식점,마린커피,"서울특별시 동대문구 전농로3길 100, 1층 (답십리동)",서울특별시 동대문구 답십리동 249-26 ,2022-04-22,라이브카페
일반음식점,씨마트(Sea mart),"서울특별시 동대문구 이문로28길 15, 지하1~지상1층 (이문동)",서울특별시 동대문구 이문동 288-43 ,2022-04-25,기타
일반음식점,"도로시파스타 회기,이문점","서울특별시 동대문구 한천로 413, 1층 (이문동)",서울특별시 동대문구 이문동 105-12 ,2022-04-26,기타
일반음식점,이지비아,"서울특별시 동대문구 외대역동로12길 18-1, 1층 (휘경동)",서울특별시 동대문구 휘경동 149-63 ,2022-04-26,기타
일반음식점,오마이카츠 답십리점#나홀로보쌈 답십리점,"서울특별시 동대문구 답십리로48길 87, 1층 (답십리동)",서울특별시 동대문구 답십리동 29-55 ,2022-04-26,기타
일반음식점,어묵버거,"서울특별시 동대문구 천호대로55길 11, 상가동 2층 201호 (답십리동, 힐스테이트 청계)",서울특별시 동대문구 답십리동 1009 힐스테이트 청계 ,2022-05-09,기타
일반음식점,국주가,"서울특별시 동대문구 경희대로1나길 15, 1층 101호 (회기동)",서울특별시 동대문구 회기동 106-6 ,2022-04-27,한식
일반음식점,티아트커피로스터스,"서울특별시 동대문구 답십리로60길 107, 1층 (답십리동)",서울특별시 동대문구 답십리동 4-16 ,2022-04-28,기타
일반음식점,신한제분소 경동,"서울특별시 동대문구 왕산로 153, 1층 (제기동)",서울특별시 동대문구 제기동 1011 ,2022-04-28,기타
일반음식점,지푸드,"서울특별시 동대문구 장한로 43, 광성빌딩 지하1층 (장안동)",서울특별시 동대문구 장안동 430-3 광성빌딩 ,2022-04-28,기타
일반음식점,돼지게티 답십리점,"서울특별시 동대문구 답십리로 184, 상가 1층 107호 (답십리동, 동서울한양아파트)",서울특별시 동대문구 답십리동 41 동서울한양아파트 ,2022-04-28,기타
일반음식점,갈비속으로,"서울특별시 동대문구 한천로 101, 1층 (답십리동)",서울특별시 동대문구 답십리동 786 ,2022-04-29,한식
일반음식점,또봉이 통닭(휘경점),"서울특별시 동대문구 한천로 279, 1층 (휘경동)",서울특별시 동대문구 휘경동 43-184 ,2022-04-29,한식
일반음식점,허브,"서울특별시 동대문구 약령시로 100-1, 1층 (제기동)",서울특별시 동대문구 제기동 591-8 ,2022-05-17,호프/통닭
일반음식점,에스에이치(sh)푸드,"서울특별시 동대문구 장한로26나길 59, 1층 (장안동)",서울특별시 동대문구 장안동 340-1 ,2022-05-02,한식
일반음식점,앤버드,"서울특별시 동대문구 정릉천동로 112-9, 1층 (제기동)",서울특별시 동대문구 제기동 892-62 ,2022-05-02,경양식
일반음식점,연리,"서울특별시 동대문구 망우로23길 14, 1층 (휘경동)",서울특별시 동대문구 휘경동 71-12 ,2022-05-03,기타
일반음식점,카페55-1,"서울특별시 동대문구 이문로30길 20, 1층 101호 (이문동)",서울특별시 동대문구 이문동 288-87 ,2022-05-04,경양식
일반음식점,해방커피,"서울특별시 동대문구 정릉천동로 115, 1층 4호2호 (제기동)",서울특별시 동대문구 제기동 1200 ,2022-05-04,기타
일반음식점,브루클린커피,"서울특별시 동대문구 답십리로69길 45, 1층 (장안동)",서울특별시 동대문구 장안동 324-11 ,2022-05-06,기타
