업종명,인허가일자,업소명,소재지(도로명),소재지(지번),건물내부면적,업태명
일반음식점,2022-04-11,보배반점 상봉점,"서울특별시 중랑구 망우로 326, 1층 (상봉동)",서울특별시 중랑구 상봉동 91-1 ,122.43,중국식
일반음식점,2022-04-14,로우로우 (Raw Raw),"서울특별시 중랑구 봉우재로33길 85, 1층 101호 (상봉동, 레그노시티)",서울특별시 중랑구 상봉동 89-10 레그노시티 ,143,한식
일반음식점,2022-04-15,모란,"서울특별시 중랑구 봉우재로43길 6, 지하1층 (상봉동)",서울특별시 중랑구 상봉동 85-37 ,60,기타
일반음식점,2022-04-18,샐러리아,"서울특별시 중랑구 용마산로51길 50, 1층 (면목동)",서울특별시 중랑구 면목동 612-62 ,25,기타
일반음식점,2022-04-18,무국적식탁 중랑점,"서울특별시 중랑구 면목로27다길 32, 1층 (면목동)",서울특별시 중랑구 면목동 385-9 ,34,한식
일반음식점,2022-04-22,"러브잇러브앳(LOVEAT,LOVE'AT)","서울특별시 중랑구 겸재로 74, 1층 (면목동, 제이앤비더베스트 3 (겸재로))",서울특별시 중랑구 면목동 194-12 제이앤비더베스트 3 (겸재로) ,17.5,기타
일반음식점,2022-04-26,일만족발 중화본점,"서울특별시 중랑구 동일로129길 35, 1층 제113호 (중화동, 태능에셈빌)",서울특별시 중랑구 중화동 314-1 태능에셈빌 ,36.9,기타
일반음식점,2022-04-27,의정부 부대찌개,"서울특별시 중랑구 망우로 478-1, A동 1층 (망우동)",서울특별시 중랑구 망우동 149-7 ,66.46,한식
일반음식점,2022-05-23,사가정누룽지통닭구이,"서울특별시 중랑구 면목로48길 26, k마트 1층 (면목동)",서울특별시 중랑구 면목동 462-13 k마트 ,62.36,호프/통닭
일반음식점,2022-05-30,전이야기,"서울특별시 중랑구 용마산로117길 56, 1층 (신내동)",서울특별시 중랑구 신내동 494-22 ,23,한식
일반음식점,2022-06-02,설렘(Seolrem),"서울특별시 중랑구 면목로55길 52, 1층 (면목동)",서울특별시 중랑구 면목동 555-36 ,50,기타
일반음식점,2022-06-08,고래맥주창고,"서울특별시 중랑구 공릉로2길 7, 구산빌딩 1층 (묵동)",서울특별시 중랑구 묵동 174-4 구산빌딩 ,38,기타
일반음식점,2022-06-13,수경수제만두,"서울특별시 중랑구 망우로 381, 일부우측상가  1층 (상봉동)",서울특별시 중랑구 상봉동 74-5 ,33,한식
일반음식점,2022-06-20,밤새노가리,"서울특별시 중랑구 봉우재로37길 17, 제1층 102호 (상봉동, 상봉 힐스테이)",서울특별시 중랑구 상봉동 106 상봉 힐스테이 ,40.84,호프/통닭
일반음식점,2022-06-24,까무리,"서울특별시 중랑구 망우로48길 38, 1층 101호 (상봉동, 상봉 어반하임)",서울특별시 중랑구 상봉동 103-16 상봉 어반하임 ,64.73,기타
일반음식점,2022-06-28,마띠나(Mattina),"서울특별시 중랑구 상봉로 73, 동방빌딩 1층 (면목동)",서울특별시 중랑구 면목동 88-60 동방빌딩 ,63.53,기타
일반음식점,2022-06-29,최강호프,"서울특별시 중랑구 면목로35길 63, 1동 107호 (면목동, 면목두산아파트)",서울특별시 중랑구 면목동 1522 면목두산아파트 ,38.25,호프/통닭
일반음식점,2022-06-29,우장군,"서울특별시 중랑구 중랑천로10길 68, 보은빌딩 1층 (면목동)",서울특별시 중랑구 면목동 185-1 보은빌딩 ,58,식육(숯불구이)
일반음식점,2022-07-01,빅파크골프,"서울특별시 중랑구 신내역로3길 8, 빅파크프라자 102호 (신내동)",서울특별시 중랑구 신내동 808 빅파크프라자 ,80,기타
일반음식점,2022-07-12,카페 만복,"서울특별시 중랑구 봉우재로33길 50, 2층 (상봉동)",서울특별시 중랑구 상봉동 105-96 ,56,기타
일반음식점,2022-07-13,일품양평해장국면목점,"서울특별시 중랑구 동일로92길 49, 1층 (면목동)",서울특별시 중랑구 면목동 156-23 ,51.4,한식
일반음식점,2022-07-15,카페 502호,"서울특별시 중랑구 망우로32길 23, 중랑교쇼핑센터 1층 301호 (상봉동)",서울특별시 중랑구 상봉동 129-9 중랑교쇼핑센터 ,31.18,기타
일반음식점,2022-07-19,상봉커피숍,"서울특별시 중랑구 동일로 710, 2층 (상봉동)",서울특별시 중랑구 상봉동 120-13 ,74.08,기타
일반음식점,2022-07-28,짝태앤노가리,"서울특별시 중랑구 봉우재로33길 22, 1층 (상봉동)",서울특별시 중랑구 상봉동 106-11 ,25.6,정종/대포집/소주방
일반음식점,2022-08-04,상봉집,"서울특별시 중랑구 망우로50길 25, 지하1층 (상봉동)",서울특별시 중랑구 상봉동 89-7 ,29.65,기타
일반음식점,2022-08-08,맥주아비 사가정역점,"서울특별시 중랑구 용마산로51길 51, 1층 (면목동)",서울특별시 중랑구 면목동 616-1 ,60,정종/대포집/소주방
일반음식점,2022-08-19,공주기사식당,"서울특별시 중랑구 상봉로 80, 경일빌딩 1층 (망우동)",서울특별시 중랑구 망우동 479-79 경일빌딩 ,47.52,한식
일반음식점,2022-08-22,바우네감자수제비,"서울특별시 중랑구 동일로109길 28-25, 왼쪽  1층 (면목동)",서울특별시 중랑구 면목동 184-51 ,15,한식
일반음식점,2022-08-23,삼거리 정육식당,"서울특별시 중랑구 봉화산로 118, 1층 (상봉동)",서울특별시 중랑구 상봉동 300-1 ,35.82,식육(숯불구이)
일반음식점,2022-08-29,신내로64와인바,"서울특별시 중랑구 신내로 64, 지하1층 (신내동)",서울특별시 중랑구 신내동 571-1 ,174.24,기타
일반음식점,2022-08-31,프랭크버거 면목점,"서울특별시 중랑구 면목로 361, 1층 (면목동)",서울특별시 중랑구 면목동 501-4 ,82,기타
일반음식점,2022-09-01,둘둘치킨호프,"서울특별시 중랑구 동일로163길 16, 1층 (묵동)",서울특별시 중랑구 묵동 238-22 ,26,호프/통닭
일반음식점,2022-09-02,102이자카야,"서울특별시 중랑구 봉우재로37길 17, 202호 (상봉동, 상봉 힐스테이)",서울특별시 중랑구 상봉동 106 상봉 힐스테이 ,40,일식
일반음식점,2022-09-05,몽골음식점,"서울특별시 중랑구 망우로 478-1, B동 1층 (망우동)",서울특별시 중랑구 망우동 149-7 ,83.36,"외국음식전문점(인도,태국등)"
일반음식점,2022-09-13,순수푸드,"서울특별시 중랑구 면목로58길 11, 가운데 1층 (면목동)",서울특별시 중랑구 면목동 410-42 ,21,한식
일반음식점,2022-09-14,아인플라츠(einplatz),"서울특별시 중랑구 동일로92길 9, 1층 (면목동)",서울특별시 중랑구 면목동 161-28 ,61.72,기타
일반음식점,2022-09-19,카일커피,"서울특별시 중랑구 신내로10길 21, 1층 (신내동)",서울특별시 중랑구 신내동 577-1 ,60,기타
일반음식점,2022-09-21,로우딥(LOWDEEP),"서울특별시 중랑구 숙선옹주로9길 45-8, 지하1층 B01호 (묵동, 환진힐타운)",서울특별시 중랑구 묵동 50-3 환진힐타운 ,30.66,기타
일반음식점,2022-09-28,미당 (味堂),"서울특별시 중랑구 상봉로 10, 1층 (면목동)",서울특별시 중랑구 면목동 50-33 ,93.6,냉면집
일반음식점,2022-09-28,삼겹(CAFE)중화점,"서울특별시 중랑구 중랑역로 113, 1층 (중화동)",서울특별시 중랑구 중화동 308-18 ,25,한식
일반음식점,2022-10-06,동근이 치킨,"서울특별시 중랑구 상봉중앙로8가길 48-5, 1층 (상봉동)",서울특별시 중랑구 상봉동 276-4 ,41.17,호프/통닭
일반음식점,2022-10-06,닥엔돈스 중랑신내점,"서울특별시 중랑구 양원역로14길 7, 101호 (망우동)",서울특별시 중랑구 망우동 615-5 ,50,식육(숯불구이)
일반음식점,2022-10-06,오거리카페,"서울특별시 중랑구 동일로126길 92, 201동 101호 (상봉동, 시온빌라트)",서울특별시 중랑구 상봉동 308-1 시온빌라트 ,49.68,기타
일반음식점,2022-10-06,BBQ묵동먹골점,"서울특별시 중랑구 숙선옹주로 29-1, 1층 좌측 호 (묵동)",서울특별시 중랑구 묵동 299-1 ,33,호프/통닭
일반음식점,2022-10-11,퓨전,"서울특별시 중랑구 봉우재로 148-1, 1층 (면목동)",서울특별시 중랑구 면목동 90-39 ,46.4,한식
일반음식점,2022-10-13,글리풀커피 (gleefulcoffee),"서울특별시 중랑구 망우로30길 8, 103호 (상봉동)",서울특별시 중랑구 상봉동 136-50 ,28,기타
일반음식점,2022-10-17,일일유통,"서울특별시 중랑구 면목로47길 41, 중앙슈퍼 1층 (면목동)",서울특별시 중랑구 면목동 597-1 중앙슈퍼 ,25,한식
일반음식점,2022-10-17,삼범 초밥,"서울특별시 중랑구 면목로 363, 102호 (면목동)",서울특별시 중랑구 면목동 501-3 ,85.8,일식
일반음식점,2022-10-18,오사카철판쥬리,"서울특별시 중랑구 면목로92가길 24, 2층 (상봉동)",서울특별시 중랑구 상봉동 107-58 ,58,일식
일반음식점,2022-10-19,주식회사 나르항,"서울특별시 중랑구 용마산로 506, 2층 (망우동)",서울특별시 중랑구 망우동 403-43 ,91.08,"외국음식전문점(인도,태국등)"
일반음식점,2022-10-19,김밥도 요리다,"서울특별시 중랑구 면목로44길 28, 1층 114호 (면목동, 아람플러스리빙)",서울특별시 중랑구 면목동 472-8 아람플러스리빙 ,19.8,김밥(도시락)
일반음식점,2022-10-19,홍콩다방 중랑구청점,"서울특별시 중랑구 봉화산로 194, 신아타운 1층 117호 (신내동)",서울특별시 중랑구 신내동 666 신아타운 ,66.22,기타
일반음식점,2022-10-20,왕이모네,"서울특별시 중랑구 면목로44길 7, 사가정빌딩 1층 104호 (면목동)",서울특별시 중랑구 면목동 459-7 사가정빌딩 ,16.55,한식
일반음식점,2022-10-25,카페111 (cafe111),"서울특별시 중랑구 동일로123길 49, 1층 (중화동)",서울특별시 중랑구 중화동 300-49 ,25.16,기타
일반음식점,2022-10-26,마라전설,"서울특별시 중랑구 면목로35길 31, 1층 (면목동)",서울특별시 중랑구 면목동 665-22 ,13.2,중국식
일반음식점,2022-10-27,비피컴퍼니(BP company),"서울특별시 중랑구 봉우재로 189, 1층 (망우동)",서울특별시 중랑구 망우동 516-21 ,33,기타
일반음식점,2022-10-27,니하오마라탕 사가정역점,"서울특별시 중랑구 용마산로51길 52, 2층 (면목동)",서울특별시 중랑구 면목동 612-63 ,103,중국식
일반음식점,2022-10-28,동원사거리점 비비큐,"서울특별시 중랑구 겸재로 240, 지상 1층 105호 (면목동, 행복오피스텔)",서울특별시 중랑구 면목동 1546 행복오피스텔 ,36.38,호프/통닭
일반음식점,2022-10-28,더바스켓 상봉역점,"서울특별시 중랑구 망우로 304, 상가 106호 (상봉동, 상봉베스트원아파트)",서울특별시 중랑구 상봉동 101-19 상봉베스트원아파트 ,46.98,호프/통닭
일반음식점,2022-11-04,부자촌,"서울특별시 중랑구 중랑역로3길 56, 1층 (중화동)",서울특별시 중랑구 중화동 323-41 ,29.76,한식
일반음식점,2022-11-07,카페네모,"서울특별시 중랑구 공릉로14길 20-13, 101호 (묵동)",서울특별시 중랑구 묵동 156-8 ,49.88,기타
일반음식점,2022-11-08,마라탕전문점 샹츠마라 상봉점,"서울특별시 중랑구 면목로92길 42, 2층 (상봉동)",서울특별시 중랑구 상봉동 103 ,92.4,중국식
일반음식점,2022-11-09,코릌(CORKK),"서울특별시 중랑구 사가정로54길 69, 1층 (면목동)",서울특별시 중랑구 면목동 628-1 ,64,기타
일반음식점,2022-11-10,담화,"서울특별시 중랑구 망우로48길 15, 1~2층 (상봉동)",서울특별시 중랑구 상봉동 90-60 ,140.46,일식
일반음식점,2022-11-11,포앤시드니 신내 SK V1 센터점,"서울특별시 중랑구 신내역로 111, 신내 SK V1 center B동 1층 132호 (신내동)",서울특별시 중랑구 신내동 821-2 신내 SK V1 center ,59.14,"외국음식전문점(인도,태국등)"
일반음식점,2022-11-14,상봉돈까스,"서울특별시 중랑구 면목로 485, 1층 (상봉동)",서울특별시 중랑구 상봉동 113-2 ,38,한식
일반음식점,2022-11-15,토마토,"서울특별시 중랑구 면목로 399, 1층 (면목동)",서울특별시 중랑구 면목동 115-12 ,20,기타
일반음식점,2022-11-16,카리브라이브,"서울특별시 중랑구 용마산로115길 26, 지하1층 B01호 (망우동, SM빌딩)",서울특별시 중랑구 망우동 470-24 SM빌딩 ,213,기타
일반음식점,2022-11-17,인쌩맥주 중랑역점,"서울특별시 중랑구 중랑천로12길 30, 2층 (상봉동)",서울특별시 중랑구 상봉동 136-82 ,96.78,호프/통닭
일반음식점,2022-11-17,몬스터 홀덤펍,"서울특별시 중랑구 동일로163길 22, 맹호운수 가동 2층 202호 (묵동)",서울특별시 중랑구 묵동 238-122 맹호운수 ,95,기타
일반음식점,2022-11-18,동궁찜닭,"서울특별시 중랑구 상봉중앙로5다길 48, 1층 101호 (상봉동)",서울특별시 중랑구 상봉동 190-215 ,48.18,한식
일반음식점,2022-11-21,근본푸드,"서울특별시 중랑구 상봉중앙로8가길 48, 2층 201호 (상봉동)",서울특별시 중랑구 상봉동 276-22 ,89.1,한식
일반음식점,2022-11-21,두리당 김밥,"서울특별시 중랑구 면목로48길 37, 1층 (면목동)",서울특별시 중랑구 면목동 455-34 ,23,분식
일반음식점,2022-11-21,동네순대국,"서울특별시 중랑구 사가정로 379, 1층 (면목동)",서울특별시 중랑구 면목동 604-44 ,30,한식
일반음식점,2022-11-22,푸른언덕,"서울특별시 중랑구 상봉로 102, 철이모터싸이클 2층 (망우동)",서울특별시 중랑구 망우동 516-3 철이모터싸이클 ,80.99,기타
일반음식점,2022-11-28,똑똑카페,"서울특별시 중랑구 양원역로14나길 21, 세종에코그린 1층 (망우동)",서울특별시 중랑구 망우동 617-6 세종에코그린 ,47.44,기타
일반음식점,2022-11-28,엘앤와이(L&Y),"서울특별시 중랑구 면목로56길 61, 1층 (면목동)",서울특별시 중랑구 면목동 405-6 ,46.08,경양식
일반음식점,2022-11-29,용마산역 순대국 감자탕,"서울특별시 중랑구 용마산로 228, 상가동 1층 111호 (면목동, 도시개발아파트)",서울특별시 중랑구 면목동 1382 도시개발아파트 ,26.46,한식
일반음식점,2022-11-30,브라운 미뉴엣,"서울특별시 중랑구 망우로 445, 1층 (망우동)",서울특별시 중랑구 망우동 340-19 ,43,기타
일반음식점,2022-11-30,비비큐 신내점,"서울특별시 중랑구 봉화산로59길 33, 101호 (망우동)",서울특별시 중랑구 망우동 594-10 ,28,호프/통닭
일반음식점,2022-12-01,봉삼슈퍼,"서울특별시 중랑구 상봉중앙로9길 2-4, 1층 (상봉동)",서울특별시 중랑구 상봉동 222-63 ,95.7,기타
일반음식점,2022-12-02,육연식당,"서울특별시 중랑구 동일로 932, 1층 1-104호 (묵동, 묵동자이아파트)",서울특별시 중랑구 묵동 170-1 묵동자이아파트 ,49.31,일식
일반음식점,2022-12-02,아버지집,"서울특별시 중랑구 답십리로77길 65, 1층 (면목동)",서울특별시 중랑구 면목동 376-43 ,39.58,분식
일반음식점,2022-12-05,바다향기,"서울특별시 중랑구 용마산로115길 104, 203호 (망우동)",서울특별시 중랑구 망우동 563-21 ,6.6,횟집
일반음식점,2022-12-08,바닐라7080라이브,"서울특별시 중랑구 상봉로 95, 2층 (상봉동)",서울특별시 중랑구 상봉동 84-33 ,78.54,정종/대포집/소주방
일반음식점,2022-12-09,한결보쌈 중랑점,"서울특별시 중랑구 봉화산로 221, 1층 102호 (신내동, 동성타워프라자)",서울특별시 중랑구 신내동 786 동성타워프라자 ,34.5,한식
일반음식점,2022-12-12,모이카페,"서울특별시 중랑구 용마산로125길 108-17, 2층 (신내동)",서울특별시 중랑구 신내동 430-26 ,191.89,기타
일반음식점,2022-12-13,꿀도야 떡갈비,"서울특별시 중랑구 면목로74길 20, 1층 (면목동)",서울특별시 중랑구 면목동 102-16 ,22.64,한식
일반음식점,2022-12-13,누나호프,"서울특별시 중랑구 상봉로 47, 1층 (면목동)",서울특별시 중랑구 면목동 74-3 ,29.5,호프/통닭
일반음식점,2022-12-14,집밥세끼,"서울특별시 중랑구 봉화산로4길 42, 1층 101호 (중화동)",서울특별시 중랑구 중화동 329-64 ,5,한식
일반음식점,2022-12-16,카페이퍼스,"서울특별시 중랑구 중랑천로 81, 1층 (상봉동)",서울특별시 중랑구 상봉동 137-16 ,89.2,기타
일반음식점,2022-12-16,퓨전 전집,"서울특별시 중랑구 동일로143길 49, 1층 (중화동)",서울특별시 중랑구 중화동 309-96 ,27,한식
일반음식점,2022-06-17,뽀글뽀글,"서울특별시 중랑구 면목로31길 22, 1층 (면목동)",서울특별시 중랑구 면목동 369-25 ,30,한식
일반음식점,2022-12-20,파스타왔어요,"서울특별시 중랑구 동일로126길 43, 왼쪽 1층 (중화동)",서울특별시 중랑구 중화동 291-10 장수마트 ,24.2,경양식
일반음식점,2022-12-26,파스타 집이야,"서울특별시 중랑구 면목로 268, 1층 102호 (면목동)",서울특별시 중랑구 면목동 367-31 ,33,기타
일반음식점,2022-12-26,(주)메종드그릭,"서울특별시 중랑구 상봉로26길 5, 지층 102-A호 (망우동)",서울특별시 중랑구 망우동 506-15 ,47,기타
일반음식점,2022-12-27,펠어커피초코 상봉점,"서울특별시 중랑구 동일로129길 61, 1층 (중화동)",서울특별시 중랑구 중화동 459 ,56.76,기타
일반음식점,2022-12-28,자연분식,"서울특별시 중랑구 답십리로77길 12, 1층 (면목동)",서울특별시 중랑구 면목동 399-80 ,29.89,분식
일반음식점,2022-12-28,벚꽃스시,"서울특별시 중랑구 중랑역로 192, 갑인탕 1층 (묵동)",서울특별시 중랑구 묵동 239-126 갑인탕 ,54,일식
일반음식점,2023-01-02,몽글 몽글,"서울특별시 중랑구 공릉로12나길 28, 1층 (묵동)",서울특별시 중랑구 묵동 68-10 ,59,기타
일반음식점,2023-01-02,카페 로룸,"서울특별시 중랑구 면목로78길 50, 명랑약국 1층 (면목동)",서울특별시 중랑구 면목동 99-49 명랑약국 ,45,기타
일반음식점,2023-01-02,구워르텐,"서울특별시 중랑구 면목로40길 19, 1층 (면목동)",서울특별시 중랑구 면목동 619-15 ,35,기타
일반음식점,2023-01-03,홍콩할매 떡볶이,"서울특별시 중랑구 면목로35길 24, 우측  1층 (면목동)",서울특별시 중랑구 면목동 661-22 주영슈퍼 ,10,분식
일반음식점,2023-01-03,춘향전,"서울특별시 중랑구 봉우재로 35, 1층 (면목동)",서울특별시 중랑구 면목동 182-18 초대교회 ,49.64,기타
일반음식점,2023-01-06,맛있는반찬&해장국,"서울특별시 중랑구 상봉로11길 35, 1층 (면목동)",서울특별시 중랑구 면목동 74-17 ,17.37,한식
일반음식점,2023-01-11,치골냉맥,"서울특별시 중랑구 답십리로77길 11, 1층 (면목동)",서울특별시 중랑구 면목동 383-14 ,51.1,호프/통닭
일반음식점,2023-01-17,신머이 쌀국수 사가정역점,"서울특별시 중랑구 면목로 293, B동 101호 (면목동, KG TOWER)",서울특별시 중랑구 면목동 633-12 KG TOWER ,43.22,"외국음식전문점(인도,태국등)"
일반음식점,2023-01-20,쭈꾸미 부대,"서울특별시 중랑구 사가정로50길 76, 르네미술학원 1층 (면목동)",서울특별시 중랑구 면목동 666-53 르네미술학원 ,59.5,한식
일반음식점,2023-01-25,순자네포차,"서울특별시 중랑구 봉우재로65길 49, 1층 (망우동)",서울특별시 중랑구 망우동 492-9 ,63.08,기타
일반음식점,2023-01-26,파티한조각,"서울특별시 중랑구 답십리로81길 19, 봉림빌딩 1층 (면목동)",서울특별시 중랑구 면목동 399-106 봉림빌딩 ,38.26,출장조리
일반음식점,2023-02-02,카페핫플,"서울특별시 중랑구 용마산로90길 19, 1층 101호 (면목동)",서울특별시 중랑구 면목동 14-56 ,72.8,기타
일반음식점,2023-02-02,소문난전집,"서울특별시 중랑구 면목로44길 44, 1층 (면목동)",서울특별시 중랑구 면목동 1111-3 ,28,한식
일반음식점,2023-02-06,나는문어,"서울특별시 중랑구 양원역로 61, 다동 1층 B호 (망우동)",서울특별시 중랑구 망우동 213-3 ,18,기타
일반음식점,2023-02-07,파스타빌런 중랑면목점,"서울특별시 중랑구 동일로96가길 13, 1층 (면목동)",서울특별시 중랑구 면목동 158-35 ,25,기타
휴게음식점,2006-02-15,카페 봉봉,"서울특별시 중랑구 면목로 463, 1층 (상봉동)",서울특별시 중랑구 상봉동 109 ,52.2,기타 휴게음식점
휴게음식점,2015-06-22,세븐피씨(PC)방매점,"서울특별시 중랑구 봉우재로 239, 3층 (망우동, 천우빌딩)",서울특별시 중랑구 망우동 461-1 ,10.8,기타 휴게음식점
휴게음식점,2015-10-27,쥬시&차얌,"서울특별시 중랑구 용마산로115길 127 (망우동, 한일써너스빌리젠시1단지 제에스 1113호)",서울특별시 중랑구 망우동 479 ,27.92,일반조리판매
휴게음식점,2015-09-15,전설의 왕만두,"서울특별시 중랑구 신내로 211, 금강리빙스텔 111호 (신내동)",서울특별시 중랑구 신내동 646 금강리빙스텔 ,37.8,기타 휴게음식점
휴게음식점,2016-12-26,한방왕 족발도령,서울특별시 중랑구 사가정로50길 51 (면목동),서울특별시 중랑구 면목동 632-2 ,26,일반조리판매
휴게음식점,2017-02-10,이너프(Enough),"서울특별시 중랑구 중랑천로10길 12, 1층 (면목동)",서울특별시 중랑구 면목동 186-122 ,53.75,커피숍
휴게음식점,2017-03-16,예끌레르 베이커리,서울특별시 중랑구 사가정로50길 51 (면목동),서울특별시 중랑구 면목동 632-2 ,30,커피숍
휴게음식점,2017-02-20,요거 프레소,"서울특별시 중랑구 봉우재로2길 3, 101호 (면목동, 하나스위트)",서울특별시 중랑구 면목동 192-65 하나스위트 ,35.93,커피숍
휴게음식점,2018-04-19,지에스25(GS25) 상봉주한,"서울특별시 중랑구 면목로 476, 1층 (상봉동)",서울특별시 중랑구 상봉동 107-26 ,3.3,편의점
휴게음식점,2018-04-23,씨유 묵동더드림점,"서울특별시 중랑구 동일로 855, 산성교회 1층 4,5,6호 (묵동)",서울특별시 중랑구 묵동 245-8 산성교회 ,3.3,편의점
휴게음식점,2018-06-07,레벨업 PC방,"서울특별시 중랑구 공릉로2길 7, 구산빌딩 지하1층 (묵동)",서울특별시 중랑구 묵동 174-4 구산빌딩 ,9.9,기타 휴게음식점
휴게음식점,2018-06-18,바나나(BANANA)79,"서울특별시 중랑구 양원역로 3, 1층 (망우동)",서울특별시 중랑구 망우동 135-1 ,36,커피숍
휴게음식점,2018-06-25,커피체리1리터,"서울특별시 중랑구 신내로15길 189, 중랑구민체육센터 1층 (묵동)",서울특별시 중랑구 묵동 22-1 중랑구민체육센터 ,7.31,기타 휴게음식점
휴게음식점,2019-01-28,뚱스김밥,서울특별시 중랑구 면목로73길 11 (면목동),서울특별시 중랑구 면목동 120-8 ,24,패스트푸드
휴게음식점,2019-06-10,루나커피,"서울특별시 중랑구 숙선옹주로 45, 상가동 2호 (묵동, 이편한세상 화랑대)",서울특별시 중랑구 묵동 396 이편한세상 화랑대 ,32,커피숍
휴게음식점,2020-01-22,분씨,"서울특별시 중랑구 상봉로 7, 서일타운 1층 111호 (면목동)",서울특별시 중랑구 면목동 68-2 서일타운 ,57.57,커피숍
휴게음식점,2020-06-08,커피에반하다(망우점),"서울특별시 중랑구 망우로 495, 1층 (망우동)",서울특별시 중랑구 망우동 134-28 ,29.04,커피숍
휴게음식점,2020-06-19,세븐일레븐 용마공원점,"서울특별시 중랑구 용마공원로 3, 1층 (망우동)",서울특별시 중랑구 망우동 403-46 ,3.3,편의점
휴게음식점,2020-08-06,할리스커피 망우점,"서울특별시 중랑구 망우로 470, 1층 (망우동)",서울특별시 중랑구 망우동 207-2 ,234.36,커피숍
휴게음식점,2020-09-04,아마스빈코리아 사가정역점,"서울특별시 중랑구 면목로 326, 1층 (면목동)",서울특별시 중랑구 면목동 473-15 ,29,기타 휴게음식점
휴게음식점,2020-10-27,지에스(GS)25우림시장점,"서울특별시 중랑구 용마산로115길 59, 전원슈퍼 1층 (망우동)",서울특별시 중랑구 망우동 491-39 전원슈퍼 ,3.3,편의점
휴게음식점,2020-11-10,세븐일레븐 중랑동성점,"서울특별시 중랑구 신내로 126, 상가동동 1층 107호 (신내동, 동성아파트)",서울특별시 중랑구 신내동 397 동성아파트 ,3.3,편의점
휴게음식점,2020-11-25,푸드케어,"서울특별시 중랑구 망우로 353, B2층 X13호 (상봉동, 상봉 프레미어스 엠코)",서울특별시 중랑구 상봉동 500 상봉 프레미어스 엠코 ,55,커피숍
휴게음식점,2020-11-27,GS25 면목제일점,"서울특별시 중랑구 답십리로77길 127, 101호 (면목동, 동일 리치빌)",서울특별시 중랑구 면목동 345-1 동일 리치빌 101호,3.3,편의점
휴게음식점,2020-12-08,서오릉피자 사가정점,"서울특별시 중랑구 사가정로 384, 1층 (면목동)",서울특별시 중랑구 면목동 636-18 ,48,기타 휴게음식점
휴게음식점,2020-12-24,츄카츄카케이크,"서울특별시 중랑구 망우로55길 46, 1층 (상봉동)",서울특별시 중랑구 상봉동 74-26 1층 ,16,커피숍
휴게음식점,2020-10-08,기와집꽈백,"서울특별시 중랑구 면목로 341, 1층 (면목동)",서울특별시 중랑구 면목동 497-7 ,23,일반조리판매
휴게음식점,2021-01-07,지에스(GS)25 신내새한점,"서울특별시 중랑구 용마산로 616, 상가동 1층 111호 (신내동, 새한아파트)",서울특별시 중랑구 신내동 795 새한아파트 상가동 111호,3.3,편의점
휴게음식점,2021-01-29,모모키친,서울특별시 중랑구 양원역로 14-1 (망우동),서울특별시 중랑구 망우동 127-34 ,20,기타 휴게음식점
휴게음식점,2021-02-08,지에스(GS)25 면목스타점,"서울특별시 중랑구 면목로49길 63, 1층 (면목동)",서울특별시 중랑구 면목동 592-1 ,3.3,편의점
휴게음식점,2021-02-09,GS25 중랑상봉점,"서울특별시 중랑구 봉우재로25길 21, 1층 (상봉동)",서울특별시 중랑구 상봉동 124-5 ,3.3,편의점
휴게음식점,2021-02-25,이디야 화랑대역점,"서울특별시 중랑구 신내로25가길 2, 1층 104호 (묵동)",서울특별시 중랑구 묵동 2 104호,105.78,커피숍
휴게음식점,2021-03-10,GS25 신내그린점,"서울특별시 중랑구 봉화산로56길 25, 에이동 1층 (신내동)",서울특별시 중랑구 신내동 413-1 에이동 1층 ,3.3,편의점
휴게음식점,2021-03-18,세븐일레븐 묵동자이점,"서울특별시 중랑구 동일로 932, 2동 101호 (묵동, 묵동자이아파트)",서울특별시 중랑구 묵동 170-1 묵동자이아파트 ,3.3,편의점
휴게음식점,2021-03-22,참좋은건강원,"서울특별시 중랑구 망우로42길 19, 1층 (상봉동)",서울특별시 중랑구 상봉동 114-61 ,12,커피숍
휴게음식점,2021-03-23,레몬데이즈,"서울특별시 중랑구 신내로16길 76, 1층 105호 (신내동)",서울특별시 중랑구 신내동 317-6 1층 105호,41.97,기타 휴게음식점
휴게음식점,2021-04-07,카페 이기적,"서울특별시 중랑구 봉우재로70길 36, 1층 101호 (망우동)",서울특별시 중랑구 망우동 456-9 ,24,커피숍
휴게음식점,2021-04-21,씨유중랑서일대점,"서울특별시 중랑구 용마산로90길 10, 1층 (면목동)",서울특별시 중랑구 면목동 51-19 ,3.3,편의점
휴게음식점,2021-04-28,버거킹 면목역점,"서울특별시 중랑구 겸재로 180, 안민병원 1층 (면목동)",서울특별시 중랑구 면목동 1216 안민병원 ,222.11,패스트푸드
휴게음식점,2021-05-04,디저트카페 마루,"서울특별시 중랑구 겸재로 71, 1층 101호 (면목동, 문화예술도서당)",서울특별시 중랑구 면목동 193-38 문화예술도서당 ,25.16,커피숍
휴게음식점,2021-05-07,큰집닭강정,"서울특별시 중랑구 망우로32길 11, 1층 (상봉동)",서울특별시 중랑구 상봉동 129-66 ,29.5,기타 휴게음식점
휴게음식점,2021-05-31,커스버트 케이크,"서울특별시 중랑구 용마산로 560, 1층 (망우동)",서울특별시 중랑구 망우동 357-30 ,36,커피숍
