업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
휴게음식점,(주)미셸푸드 카페안젤로보노 은평성모점,"서울특별시 은평구 통일로 1021, 지하2층 B2AM19호 (진관동)",서울특별시 은평구 진관동 55 지하2층 B2AM19호,189.73,,일반조리판매
휴게음식점,(주)미셸푸드 카페안젤로 은평성모 B1F점,"서울특별시 은평구 통일로 1021, G층 B1AM01호 (진관동)",서울특별시 은평구 진관동 55 G층 B1AM01호,16.51,,일반조리판매
휴게음식점,(주)미셸푸드 카페안젤로 은평성모 1F점,"서울특별시 은평구 통일로 1021, 지상1층 1AM01호 (진관동)",서울특별시 은평구 진관동 55 지상1층 1AM01호,116.1,,일반조리판매
휴게음식점,샹떼PC방 역촌점,"서울특별시 은평구 갈현로 82, 5층 501호,502호 (역촌동)","서울특별시 은평구 역촌동 55-35 5층 501호,502호",23.76,,일반조리판매
휴게음식점,팥동동,"서울특별시 은평구 연서로48길 31, 1층 (진관동)",서울특별시 은평구 진관동 9991-1601 1층,133.34,,일반조리판매
휴게음식점,갱이공방,"서울특별시 은평구 통일로 1034, 2층 201호 (진관동, 은평스카이뷰자이)",서울특별시 은평구 진관동 88-13 은평스카이뷰자이 2층 201호,15.5,,일반조리판매
휴게음식점,샹떼PC방 응암점,"서울특별시 은평구 응암로 169, 3층 2호 (응암동)",서울특별시 은평구 응암동 595-1 3층 2호,5,,일반조리판매
휴게음식점,플레이버 커피(Flavour coffee),"서울특별시 은평구 은평로 220, B동 112호 (응암동, 녹번역e편한세상캐슬아파트)",서울특별시 은평구 응암동 36 녹번역e편한세상캐슬아파트,40,,커피숍
휴게음식점,힐앤힐(Hill and Heal),"서울특별시 은평구 갈현로17길 11-2, 1층 (구산동)",서울특별시 은평구 구산동 159-7 1층,24.93,,기타 휴게음식점
휴게음식점,커피디지(직화커피),"서울특별시 은평구 불광로18길 8, 1층 (불광동, 다옴빌)",서울특별시 은평구 불광동 177-39 다옴빌 1층,30.76,,커피숍
휴게음식점,로이스카페,"서울특별시 은평구 진관2로 111-7, 214동 B114호 (진관동, 은평뉴타운우물골)",서울특별시 은평구 진관동 88 은평뉴타운우물골 214동 B114호,69.49,,일반조리판매
휴게음식점,카페 아사,"서울특별시 은평구 불광천길 338, 2층 (응암동)",서울특별시 은평구 응암동 591-19 2층,85.68,,커피숍
휴게음식점,안커피?,"서울특별시 은평구 진흥로 133, D동 102호 (대조동)",서울특별시 은평구 대조동 38-19 D동 102호,58.3,,일반조리판매
휴게음식점,라베이유,"서울특별시 은평구 응암로32길 23, 1층 (응암동)",서울특별시 은평구 응암동 197-59 1층,15,,일반조리판매
휴게음식점,씨엘,"서울특별시 은평구 갈현로 126, 대광빌딩 1층 (구산동)",서울특별시 은평구 구산동 24-68 대광빌딩 1층,39.6,070 -8835-7163,커피숍
휴게음식점,팥장군,"서울특별시 은평구 연서로 150, 1층 3호 (대조동)",서울특별시 은평구 대조동 224-3 1층 3호,40,,일반조리판매
휴게음식점,오늘애김밥 구파발점,"서울특별시 은평구 진관2로 19, 휴먼프라자 I 102호 (진관동)",서울특별시 은평구 진관동 74 휴먼프라자 I 102호,51,,일반조리판매
휴게음식점,미니스톱 대조타운점,"서울특별시 은평구 역말로 131, 1층 (대조동)",서울특별시 은평구 대조동 172-1 1층,6.6,,일반조리판매
휴게음식점,오핀로스터리지점,"서울특별시 은평구 북한산로 234, 1층 (진관동)",서울특별시 은평구 진관동 327-2 1층,118.4,,일반조리판매
휴게음식점,커피트리,"서울특별시 은평구 갈현로 104-1, 1층,2층 (역촌동)","서울특별시 은평구 역촌동 49-16 1층,2층",134.9,,커피숍
휴게음식점,홍김밥&amp;손수제비,"서울특별시 은평구 서오릉로18길 6-17, 1층 (갈현동)",서울특별시 은평구 갈현동 529-35,33,,일반조리판매
휴게음식점,복 코끼리 꽈배기,"서울특별시 은평구 은평로3길 18, 1층 (역촌동)",서울특별시 은평구 역촌동 85-11 1층,65.05,,일반조리판매
휴게음식점,예랑수,"서울특별시 은평구 연서로18길 35, 1층 (대조동)",서울특별시 은평구 대조동 46-8 1층,36.3,,일반조리판매
휴게음식점,응암동 커피,"서울특별시 은평구 가좌로 212-10, 1층 (응암동)",서울특별시 은평구 응암동 325-7 1층,39.41,,커피숍
휴게음식점,휘카페 역촌역점,"서울특별시 은평구 진흥로 68, 1층 (녹번동)",서울특별시 은평구 녹번동 162-34 1층,26.4,,일반조리판매
휴게음식점,역촌동 카페,"서울특별시 은평구 역말로6길 14, 1층 (역촌동)",서울특별시 은평구 역촌동 61-1 1층,9.9,,커피숍
휴게음식점,집PC클럽(응암점),"서울특별시 은평구 가좌로7길 28-1, 2층 (응암동)",서울특별시 은평구 응암동 695-11 2층,9.72,,일반조리판매
휴게음식점,카페 블롱쉬,"서울특별시 은평구 진관3로 15-45, 1011동 1층 상가106호 (진관동, 은평뉴타운 구파발)",서울특별시 은평구 진관동 27 은평뉴타운 구파발 1층 1011동 상가106호,81.15,,커피숍
휴게음식점,썬메일 베이커리,"서울특별시 은평구 백련산로 151, 1층 102호 (응암동)",서울특별시 은평구 응암동 182-2 1층 102호,112.91,,커피숍
휴게음식점,아마스빈 구산역점,"서울특별시 은평구 연서로 133, 1층 (구산동)",서울특별시 은평구 구산동 1-10 1층,55.03,02  -356 -5667,커피숍
휴게음식점,데이앤데이 카페(응암점),"서울특별시 은평구 가좌로 204, 동양빌딩 1층 (응암동)",서울특별시 은평구 응암동 338-78 동양빌딩 1층,9.9,,일반조리판매
휴게음식점,커피오름,"서울특별시 은평구 은평로 33-6, 1층 (신사동)",서울특별시 은평구 신사동 4-20 1층,37.25,,일반조리판매
휴게음식점,홍쌤떡볶이 역촌2호점,"서울특별시 은평구 연서로3길 44, 1층 (역촌동, 은평상가주택)",서울특별시 은평구 역촌동 69-12 1층,17,,일반조리판매
휴게음식점,꿀바른 단호박,"서울특별시 은평구 증산로15나길 1, 1층 (신사동)",서울특별시 은평구 신사동 165-5 1층,23,,일반조리판매
휴게음식점,설빙(연신내점),"서울특별시 은평구 연서로29길 3, 2층 (갈현동)",서울특별시 은평구 갈현동 456-5 2층,152.76,,일반조리판매
휴게음식점,버거킹 녹번대성GS점,"서울특별시 은평구 통일로 642, 1~2층 (녹번동)",서울특별시 은평구 녹번동 19-38 1~2층,297.84,,일반조리판매
휴게음식점,시립은평청소년센터 쉼카페,"서울특별시 은평구 백련산로4길 16, 은평청소년수련관 1층 (응암동)",서울특별시 은평구 응암동 산 6-46 은평청소년수련관 1층,12.2,02  -383 -9966,커피숍
휴게음식점,씨유 증산드림점,"서울특별시 은평구 증산로7길 6, 1층 (증산동)",서울특별시 은평구 증산동 169-12 1층,3,,일반조리판매
휴게음식점,산도이치&amp;커피,"서울특별시 은평구 역말로 12, 1층 우측호 (역촌동)",서울특별시 은평구 역촌동 56-13 1층 우측호,30.49,,일반조리판매
휴게음식점,카페포조,"서울특별시 은평구 은평로16길 9, 1층 가운데호 (응암동)",서울특별시 은평구 응암동 73-6 1층 가운데,43,,일반조리판매
휴게음식점,땡땡케이크,"서울특별시 은평구 진관4로 77, 702동 103호 (진관동, 은평뉴타운상림마을)",서울특별시 은평구 진관동 6 은평뉴타운상림마을 702동 103호,22.39,,일반조리판매
휴게음식점,어뮤즈 멜로우(AMUSE MELLOW),"서울특별시 은평구 연서로27길 20, 2층 (갈현동)",서울특별시 은평구 갈현동 453-12 2층,132.2,,일반조리판매
휴게음식점,플랫폼510,"서울특별시 은평구 통일로 684, 서울혁신파크 22동 1층 공간A호 (녹번동)",서울특별시 은평구 녹번동 7 서울혁신파크 1층 22동 공간A호,31.11,,일반조리판매
휴게음식점,떡탐 은평점,"서울특별시 은평구 은평로 111, 은평이마트 지하1층 (응암동)",서울특별시 은평구 응암동 90-1 은평이마트 지하1층,11,070 -4438-5764,일반조리판매
휴게음식점,세븐일레븐 응암중앙점,"서울특별시 은평구 가좌로7길 6, 청춘빌딩 1층 (응암동)",서울특별시 은평구 응암동 745-16 청춘빌딩 1층,3,02  -3284-8129,일반조리판매
휴게음식점,부산빨간어묵포차 수색점,"서울특별시 은평구 수색로 217, 2층 (수색동, 디엠씨 자이1단지(DMC 자이1))",서울특별시 은평구 수색동 75 디엠씨 자이1단지(DMC 자이1) 2층,15.84,031 -8017-1155,일반조리판매
휴게음식점,APR(에이피알),"서울특별시 은평구 연서로 302, 1층 우측호 (불광동)",서울특별시 은평구 불광동 123-10 1층 우측,30,,일반조리판매
휴게음식점,달공카페,"서울특별시 은평구 통일로 684, 서울혁신파크 (녹번동)",서울특별시 은평구 녹번동 7 서울혁신파크,6,,푸드트럭
휴게음식점,GS25 편의점 제각말점,"서울특별시 은평구 연서로 455, 529동 1층 103호 (진관동, 은평뉴타운 제각말)",서울특별시 은평구 진관동 92 은평뉴타운 제각말 1층 103호,6.6,02  -353 -5535,일반조리판매
휴게음식점,메가엠지씨커피 구산사거리점,"서울특별시 은평구 서오릉로 201, 1층 (구산동)",서울특별시 은평구 구산동 202-3 1층,66,,일반조리판매
휴게음식점,오늘은 떡볶이,"서울특별시 은평구 갈현로33길 14, 지하1층 (갈현동)",서울특별시 은평구 갈현동 445-14 지하1층,14,,일반조리판매
휴게음식점,황금찹쌀 꽈배기 응암점,서울특별시 은평구 은평로10길 7 (응암동),서울특별시 은평구 응암동 98-61,30,,일반조리판매
휴게음식점,삐에(PIED),"서울특별시 은평구 진흥로19길 10, 동강빌딩 지하1층~지상1층 (불광동)",서울특별시 은평구 불광동 630-38 동강빌딩 지하1층~지상1층,170.76,,커피숍
휴게음식점,수목금토 카페,"서울특별시 은평구 진관4로 107, 615동 1층 상가106호 (진관동, 은평뉴타운상림마을)",서울특별시 은평구 진관동 1 은평뉴타운상림마을 1층 615동 상가106호,55.51,,커피숍
휴게음식점,순수식탁,"서울특별시 은평구 연서로 124-1, 1층 (역촌동)",서울특별시 은평구 역촌동 7-32 1층,36.59,,일반조리판매
휴게음식점,빽다방 응암대림시장점,"서울특별시 은평구 응암로 169, 1층 (응암동)",서울특별시 은평구 응암동 595-1 1층,41.25,,커피숍
휴게음식점,씨유 예일역촌점,"서울특별시 은평구 연서로 110, 대상오피스텔 1층 101호 (역촌동)",서울특별시 은평구 역촌동 8-15 대상오피스텔 101호,10,,일반조리판매
휴게음식점,기브 앤 카페,"서울특별시 은평구 은평로21길 61, 대원빌딩 1층 (녹번동)",서울특별시 은평구 녹번동 83-6 대원빌딩 1층,50,,일반조리판매
휴게음식점,자미당,"서울특별시 은평구 진관2로 15-8, 웅신 미켈란의아침 1층 124호 (진관동)",서울특별시 은평구 진관동 73 웅신 미켈란의아침 1층 124호,23,,일반조리판매
휴게음식점,이마트24 R은평이룸채점,"서울특별시 은평구 통일로 1045, 지하1층 (진관동, 이룸채)",서울특별시 은평구 진관동 48 이룸채 지하1층,9.9,,일반조리판매
휴게음식점,왕순이 주먹밥 김밥,"서울특별시 은평구 통일로 731, 내제 1층 1호 (대조동)",서울특별시 은평구 대조동 14-1 내제1층 1호,30,,일반조리판매
휴게음식점,세븐PC방,"서울특별시 은평구 서오릉로 174, 1층 (갈현동)",서울특별시 은평구 갈현동 469-1 1층,41.5,,일반조리판매
휴게음식점,해례(HAERYE),"서울특별시 은평구 통일로83길 19, 1층 (갈현동)",서울특별시 은평구 갈현동 430-1 1층,65,,일반조리판매
휴게음식점,김밥카페롤스,"서울특별시 은평구 서오릉로8길 4, 1층 102호 (대조동)",서울특별시 은평구 대조동 179-42 1층 102호,55,02  -385 -9652,일반조리판매
휴게음식점,기분케이크,"서울특별시 은평구 진흥로7길 16, 1층 좌측호 (역촌동)",서울특별시 은평구 역촌동 25-121,19.24,,일반조리판매
휴게음식점,아마스빈 응암역점,"서울특별시 은평구 연서로 1, 107호 (역촌동, 리더스파크)",서울특별시 은평구 역촌동 85-41 리더스파크 107호,24.79,,일반조리판매
휴게음식점,오늘 샌드위치,"서울특별시 은평구 진관3로 21, 은평뉴타운 엘크루 101동 1층 118호 (진관동)",서울특별시 은평구 진관동 65 은평뉴타운 엘크루 101동 118호,41.61,,일반조리판매
휴게음식점,비건카페 달냥,"서울특별시 은평구 통일로 684, 서울혁신파크 상상청 103호 (녹번동)",서울특별시 은평구 녹번동 7 서울혁신파크 상상청 103호,59.27,,커피숍
휴게음식점,친구네 분식,"서울특별시 은평구 연서로41가길 1, 1층 (불광동)",서울특별시 은평구 불광동 447-1 1층,26.4,,일반조리판매
휴게음식점,이디야 본서부병원점,"서울특별시 은평구 응암로 337, 빛터룩스 빌딩 1층 (응암동)",서울특별시 은평구 응암동 88-11 빛터룩스 빌딩 1층,108,,일반조리판매
휴게음식점,장호덕손만두,"서울특별시 은평구 연서로 1, 1층 101호 (역촌동, 리더스파크)",서울특별시 은평구 역촌동 85-41 리더스파크 1층 101호,26.83,,일반조리판매
휴게음식점,지에스25(GS25) 갈현하늘점,"서울특별시 은평구 갈현로45길 26, 1층 (갈현동)",서울특별시 은평구 갈현동 12-22 1층,10,,일반조리판매
휴게음식점,GS25 응암역점,"서울특별시 은평구 연서로 1, 1층 109호 (역촌동, 리더스파크)",서울특별시 은평구 역촌동 85-41 리더스파크 1층 109호,3.3,,일반조리판매
휴게음식점,씨유 구산역점,"서울특별시 은평구 서오릉로 139, 1층 105호 (역촌동)",서울특별시 은평구 역촌동 1-1 1층 105호,9.9,,일반조리판매
휴게음식점,이디야커피 (역촌진흥로점),"서울특별시 은평구 진흥로1길 3, 1층 (역촌동)",서울특별시 은평구 역촌동 43-2 1층,99,,일반조리판매
휴게음식점,전설의 왕만두,"서울특별시 은평구 연서로 252, 세종빌딩 1층 (불광동)",서울특별시 은평구 불광동 309 세종빌딩 1층,46.2,,일반조리판매
휴게음식점,(주)부일,"서울특별시 은평구 수색로 217, 201호 (수색동, 디엠씨 자이1단지(DMC 자이1))",서울특별시 은평구 수색동 75 디엠씨 자이1단지(DMC 자이1) 201호,21.61,,일반조리판매
휴게음식점,원플러스원,"서울특별시 은평구 연서로29길 21, 1층 (갈현동)",서울특별시 은평구 갈현동 452-29 1층,23,,커피숍
휴게음식점,모찌야,"서울특별시 은평구 통일로 586-19, 상가동 105호 (녹번동, 녹번JR아파트)",서울특별시 은평구 녹번동 280-1 녹번JR아파트 상가동 105호,41.8,02- 387-2815,일반조리판매
휴게음식점,메가 엠지씨커피 역말사거리점,"서울특별시 은평구 역말로 49, 1층 101호 (역촌동, 파발리안)",서울특별시 은평구 역촌동 9-61 파발리안 1층 101호,35.55,,커피숍
휴게음식점,시루뫼 북카페,"서울특별시 은평구 증산서길 89, 증산동주민센터 1층 (증산동)",서울특별시 은평구 증산동 187-19 증산동주민센터 1층,49,02  -351 -5395,커피숍
휴게음식점,바니바니,"서울특별시 은평구 은평로 90, 4층 (응암동)",서울특별시 은평구 응암동 111-42 4층,87.4,,커피숍
휴게음식점,비비드칩,"서울특별시 은평구 통일로75길 6-20, 1층 102호 (대조동)",서울특별시 은평구 대조동 187-26 1층 102호,30,,기타 휴게음식점
휴게음식점,스위츠 마인,"서울특별시 은평구 은평로3길 24, 1층 (역촌동)",서울특별시 은평구 역촌동 83-30,67.05,,일반조리판매
휴게음식점,카페 그로우,"서울특별시 은평구 응암로22길 31-1, 1층 (응암동)",서울특별시 은평구 응암동 239-8 1층,24,,커피숍
휴게음식점,마카롱 삼츈,"서울특별시 은평구 은평로16길 4, 1층 (응암동)",서울특별시 은평구 응암동 72-10,29.7,,일반조리판매
휴게음식점,카페 쥴래,"서울특별시 은평구 갈현로47가길 25-1, 1층 (갈현동)",서울특별시 은평구 갈현동 12-309 1층,35.59,,커피숍
휴게음식점,지에스25 은평무궁화점,"서울특별시 은평구 역말로6길 6, 1층 (역촌동)",서울특별시 은평구 역촌동 59-3 1층,3.3,,일반조리판매
휴게음식점,지에스25(은평행복점),"서울특별시 은평구 불광로 204, 1층 (불광동)",서울특별시 은평구 불광동 170-37 1층,6.6,,일반조리판매
휴게음식점,만랩커피 응암점,"서울특별시 은평구 백련산로 37, 상가동2동 201호 (응암동, 힐스테이트백련산4차아파트)",서울특별시 은평구 응암동 764 힐스테이트백련산4차아파트 상가동2동 201호,38.88,,일반조리판매
휴게음식점,달빛가루,"서울특별시 은평구 응암로34길 23-38, 1층 (응암동)",서울특별시 은평구 응암동 194-15 1층,39.21,,커피숍
휴게음식점,롯데리아 구산역점,"서울특별시 은평구 연서로 130, 대지빌딩 1층 102호 (역촌동)",서울특별시 은평구 역촌동 1-40 대지빌딩 1층 102호,102,02  -387 -6094,일반조리판매
휴게음식점,티12 카페(T12 CAFE) 백련산점,"서울특별시 은평구 백련산로 38, 제상가1동 제지2층 제106호 (응암동, 백련산 힐스테이트 2차)",서울특별시 은평구 응암동 760 백련산 힐스테이트 2차 제지2층 상가1동 제106호,25.67,02  -8270-3849,커피숍
휴게음식점,씨유 불광어게인점,"서울특별시 은평구 연서로 284, 1층 104,105호 (불광동)","서울특별시 은평구 불광동 355-5 1층 104,105호",5,,일반조리판매
휴게음식점,씨유 수색은혜점,"서울특별시 은평구 수색로22길 7, 1층 (수색동)",서울특별시 은평구 수색동 318-5 1층,3.3,,일반조리판매
휴게음식점,인생닭강정,"서울특별시 은평구 가좌로 236, 나동 1층 (응암동)",서울특별시 은평구 응암동 577-30 나동 1층,29.51,,일반조리판매
휴게음식점,GS25불광타운점,"서울특별시 은평구 연서로 289, 1층 (불광동)",서울특별시 은평구 불광동 422-4 1층,3.3,,일반조리판매
휴게음식점,걸앤소스,"서울특별시 은평구 은평로11길 6-31, 1층 (응암동)",서울특별시 은평구 응암동 85-34 1층,13.2,,일반조리판매
휴게음식점,씨유 역촌PS점,"서울특별시 은평구 진흥로1가길 2, 1층 (역촌동)",서울특별시 은평구 역촌동 37-44 1층,3.3,,일반조리판매
휴게음식점,바른치킨 은평뉴타운점,"서울특별시 은평구 진관2로 111-7, 214동 지하1층 113호 (진관동, 은평뉴타운우물골)",서울특별시 은평구 진관동 88 은평뉴타운우물골 214동 지하1층 113호,20,,일반조리판매
휴게음식점,람보르끼니,"서울특별시 은평구 증산로3길 12, 증산종합시장 (증산동)",서울특별시 은평구 증산동 184-9 증산종합시장,3.3,,푸드트럭
휴게음식점,왕손피자 토핑이 많아 맛있는 구산점,"서울특별시 은평구 서오릉로 94, 101동 1층 117호118호 (대조동, 삼성타운아파트)","서울특별시 은평구 대조동 231 삼성타운아파트 1층 117호,118호 101동",65,,일반조리판매
휴게음식점,카페 보라카이,"서울특별시 은평구 통일로66길 12, 2층 (불광동)",서울특별시 은평구 불광동 281-112,78.34,,커피숍
휴게음식점,자미당 녹번점,"서울특별시 은평구 통일로 610, A동 101호 (녹번동, 힐스테이트 녹번)",서울특별시 은평구 녹번동 282 힐스테이트 녹번 A동 101호,25.4,,일반조리판매
휴게음식점,장성원 부대찌개(갈현점),"서울특별시 은평구 통일로87길 11, 1층 101호 (갈현동, 위드하우스)",서울특별시 은평구 갈현동 410-3 위드하우스 1층 101호,30.69,,일반조리판매
휴게음식점,이마트 24 은평구청점,"서울특별시 은평구 서오릉로2길 9, 101호 (녹번동, 경원파발리안)",서울특별시 은평구 녹번동 83-16 경원파발리안 101호,3.3,,일반조리판매
휴게음식점,씨유 응암다베로점,"서울특별시 은평구 응암로9길 6, 1층 101호 (응암동, 다베로)",서울특별시 은평구 응암동 596-2 다베로 1층 101호,3.3,,일반조리판매
휴게음식점,고가네빵 36.5도,"서울특별시 은평구 진관3로 21, 101동 1층 112호 (진관동)",서울특별시 은평구 진관동 65 1층 101동 112호,51.2,,일반조리판매
휴게음식점,심플디,"서울특별시 은평구 연서로9길 21, 1층 (역촌동)",서울특별시 은평구 역촌동 49-28 1층,30,070-7543-4415,일반조리판매
휴게음식점,스페이스 헬레나,"서울특별시 은평구 진관길 4, 2층 (진관동)",서울특별시 은평구 진관동 198-1 2층,43.48,,일반조리판매
휴게음식점,GS25 독바위점,"서울특별시 은평구 불광로 131, 금강빌딩 1층 (불광동)",서울특별시 은평구 불광동 13-31 금강빌딩,4.5,,일반조리판매
휴게음식점,더꽈배기,"서울특별시 은평구 은평로 233, 1층 (녹번동)",서울특별시 은평구 녹번동 259,40,,일반조리판매
휴게음식점,GS25 응암햇살점,"서울특별시 은평구 응암로 223, 1층 (응암동)",서울특별시 은평구 응암동 578-49,13.2,,일반조리판매
휴게음식점,씨유 백련산현대점,"서울특별시 은평구 백련산로2길 19, 상가동 지하3층 105, 106호 (응암동, 백련산 힐스테이트1차)",서울특별시 은평구 응암동 759 백련산 힐스테이트1차 상가동 105호,3.3,,편의점
휴게음식점,스마일찰진꽈베기 돈가스,"서울특별시 은평구 연서로 1, 1층 (역촌동, 리더스파크)",서울특별시 은평구 역촌동 85-41 리더스파크,23.92,,일반조리판매
휴게음식점,CU한옥마을점,"서울특별시 은평구 진관길 9, 1층 (진관동)",서울특별시 은평구 진관동 205-9 1층동,9,,편의점
휴게음식점,유스스터디 카페 쥬스,서울특별시 은평구 갈현로31길 8-1 (갈현동),서울특별시 은평구 갈현동 449-32,22.48,,기타 휴게음식점
휴게음식점,권자 Kwon ja,"서울특별시 은평구 갈현로4길 24, 102호 (신사동)",서울특별시 은평구 신사동 1-17,34.92,,커피숍
휴게음식점,앤티앤스,"서울특별시 은평구 통일로 1021, 1층 (진관동)",서울특별시 은평구 진관동 55 1층,19.85,,일반조리판매
휴게음식점,이디야(응암역점),"서울특별시 은평구 연서로 9, 1층 106호 (역촌동, 센타폴리스)",서울특별시 은평구 역촌동 85-12 센타폴리스 1층동 106호,77.08,,커피숍
휴게음식점,노브랜드버거 연신내역점,서울특별시 은평구 통일로 827-1 (대조동),서울특별시 은평구 대조동 186-5,196.24,,일반조리판매
휴게음식점,송사부수제쌀고로케 이마트은평점,"서울특별시 은평구 은평로 111, 은평이마트 (응암동)",서울특별시 은평구 응암동 90-1 은평이마트 지하1층,14.18,,일반조리판매
휴게음식점,씨유 불광세명점,"서울특별시 은평구 통일로92가길 24, 지하1층 (불광동, 더조은빌)",서울특별시 은평구 불광동 445-122 더조은빌 지하1층동,20,,편의점
휴게음식점,세븐일레븐 응암서희점,"서울특별시 은평구 응암로 152, 1층 101호 (응암동)",서울특별시 은평구 응암동 603-52 1층 101호,3.3,,편의점
휴게음식점,이마트24 R갈현대로점,"서울특별시 은평구 갈현로 124, 1층 (구산동)",서울특별시 은평구 구산동 24-69 1층,10,,편의점
휴게음식점,카페라파엘스,"서울특별시 은평구 통일로 1030, 은평헤스티아 지하1층 106호 (진관동)",서울특별시 은평구 진관동 100 은평헤스티아 지하1층동 106호,47.12,,커피숍
휴게음식점,홍커피,"서울특별시 은평구 서오릉로 162, 1층 6호 (갈현동)",서울특별시 은평구 갈현동 469-6 1층 6호,17.52,,커피숍
휴게음식점,아르테 오홀리압,"서울특별시 은평구 증산로19길 6, 1층 (신사동)",서울특별시 은평구 신사동 34-23,20,,일반조리판매
휴게음식점,더카페,"서울특별시 은평구 불광로 20, NC백화점 8층 (B11,12,13,14,17,18)호 (대조동)",서울특별시 은평구 대조동 240 NC백화점,51.48,,커피숍
휴게음식점,세븐일레븐 은평진관어울림점,"서울특별시 은평구 진관3로 15-35, 110동 106, 107호 (진관동, 은평뉴타운 구파발)",서울특별시 은평구 진관동 28 은평뉴타운 구파발,5,,일반조리판매
휴게음식점,미니스톱 서북병원점,"서울특별시 은평구 갈현로7길 49, 서울서북병원 1층 (역촌동)",서울특별시 은평구 역촌동 산 31-1 서울서북병원 1층동,10,,편의점
휴게음식점,긱스타 PC CAFE,"서울특별시 은평구 연서로32길 3, 정원빌딩 지하1층 (불광동)",서울특별시 은평구 불광동 353-66 정원빌딩 지하1층동,10,,기타 휴게음식점
휴게음식점,다문화친구들,"서울특별시 은평구 불광로 135, 4층 (불광동)",서울특별시 은평구 불광동 13-27 4층,65.18,,커피숍
휴게음식점,원스 디저트,"서울특별시 은평구 연서로3가길 1, 1층 102호 (역촌동)",서울특별시 은평구 역촌동 66-38 1층 102호,15,,일반조리판매
휴게음식점,만쥬벌판,"서울특별시 은평구 통일로 지하 849, 3,6호선 연신내역사무소 지하3층 614-301호 (갈현동)","서울특별시 은평구 갈현동 397 3,6호선 연신내역사무소 지3동 614-3호",12,,일반조리판매
휴게음식점,스모킹카페,"서울특별시 은평구 통일로 855-16, 2층 (갈현동)",서울특별시 은평구 갈현동 396-8,14,,일반조리판매
휴게음식점,복코끼리 꽈배기,"서울특별시 은평구 불광로 46, 1층 (불광동)",서울특별시 은평구 불광동 281-59,25,,일반조리판매
휴게음식점,지에스(GS) 뉴구산가온점,"서울특별시 은평구 서오릉로17길 18, 1층층 (구산동)",서울특별시 은평구 구산동 363-17 1층,6.6,,편의점
휴게음식점,미닝풀,"서울특별시 은평구 은평로 166, 1층 (응암동)",서울특별시 은평구 응암동 96-14 1층,33,,커피숍
휴게음식점,GS25 응암한빛점,"서울특별시 은평구 응암로13길 14, 101,102호 (응암동, 디우아르떼 아파트)",서울특별시 은평구 응암동 590-23 디우아르떼 아파트,6,,일반조리판매
휴게음식점,미니스톱 은평구산점,"서울특별시 은평구 갈현로 172, 103호 (구산동)",서울특별시 은평구 구산동 200-10,3.3,,일반조리판매
휴게음식점,소성,"서울특별시 은평구 연서로50길 7, 1층 (진관동)",서울특별시 은평구 진관동 194-4,27.9,,일반조리판매
휴게음식점,와와당,"서울특별시 은평구 갈현로 328-7, 1층 (갈현동, 수하우징)",서울특별시 은평구 갈현동 418-23 수하우징,18.45,,일반조리판매
휴게음식점,루이베이크샵,"서울특별시 은평구 증산로 395-12, 1층 (신사동)",서울특별시 은평구 신사동 336-13,33,,일반조리판매
휴게음식점,GS25 진관캐슬점,"서울특별시 은평구 진관3로 70, 823동 105호 (진관동, 은평뉴타운상림마을)",서울특별시 은평구 진관동 20 은평뉴타운상림마을,3.3,,일반조리판매
휴게음식점,세븐일레븐 연신내마에스트로,"서울특별시 은평구 통일로 827, 연신내역마에스트로 1층 105호 (대조동)",서울특별시 은평구 대조동 186-25 연신내역마에스트로 1층동 105호,3.3,,편의점
휴게음식점,카페1969(cafe1969),"서울특별시 은평구 진흥로 58, 서울서부경찰서 1층 (녹번동)",서울특별시 은평구 녹번동 177-15 서울서부경찰서 1층동,17.19,,커피숍
휴게음식점,씨유 대조디오빌점,"서울특별시 은평구 서오릉로 118, 1층 (대조동)",서울특별시 은평구 대조동 49-24 1층,5,,편의점
휴게음식점,지에스25 불광행복,"서울특별시 은평구 통일로92길 38, 1층 (불광동)",서울특별시 은평구 불광동 445-338 1층동,3.3,,편의점
휴게음식점,덕9네,서울특별시 은평구 서오릉로15길 15 (구산동),서울특별시 은평구 구산동 209-18,6.61,,일반조리판매
휴게음식점,가비공방,"서울특별시 은평구 연서로34길 20, 1층 (불광동)",서울특별시 은평구 불광동 346-24,26.46,,일반조리판매
휴게음식점,GS25 불광홈타운점,"서울특별시 은평구 불광로2길 10, 1층 (불광동)",서울특별시 은평구 불광동 600-3,3.3,,편의점
휴게음식점,빽다방 구산역점,"서울특별시 은평구 연서로 129, 1층 좌측호 (구산동)",서울특별시 은평구 구산동 1-15 1층 좌측호,33,,커피숍
휴게음식점,카페 오르막,"서울특별시 은평구 갈현로39길 15, 21호 (갈현동, 대원맨션)",서울특별시 은평구 갈현동 276-2 대원맨션 21호,35,,커피숍
휴게음식점,씨유 대조라온점,서울특별시 은평구 역말로9길 37 (대조동),서울특별시 은평구 대조동 208-1,6.6,,편의점
휴게음식점,착한다방,"서울특별시 은평구 불광로 20, NC백화점 지하1층 A-019호 (대조동)",서울특별시 은평구 대조동 240 NC백화점,54,,커피숍
휴게음식점,컴포즈커피 구파발역점,"서울특별시 은평구 진관2로 12, 메이플카운티2차 1층 109호 (진관동)",서울특별시 은평구 진관동 100-6 메이플카운티2차,33.57,,커피숍
